,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id,H_ゴール期待値,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_ゴール期待値,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率
1809,32,0920,千葉,0-1,A,フクアリ,曇,,ＦＣ岐阜,2014,gifu,,11,2,0,359,11,15,0,3,22,8,20,22,3,5,1,0,31,14,128,8.6%,47.5%,(9.1%),(70.5%),(18.2%),(77.3%),(37.5%),(80.0%),,19,4,0,471,13,19,5,7,22,11,23,23,1,0,3,1,41,23,129,14.7%,52.5%,(0.0%),(77.1%),(30.8%),(81.8%),(54.5%),(60.9%)
1810,33,0923,熊本,2-3,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,16,5,0,343,11,23,2,5,30,20,26,23,5,0,2,0,25,15,156,10.3%,50%,(12.5%),(63.3%),(45.5%),(80.0%),(65.0%),(65.4%),,13,5,0,341,17,19,0,5,36,18,34,25,4,2,2,0,36,14,147,8.8%,50%,(23.1%),(60.1%),(23.5%),(75.0%),(44.4%),(76.5%)
1811,34,0928,湘南,0-0,A,ＢＭＷス,晴,,ＦＣ岐阜,2014,gifu,,21,5,0,421,16,16,1,9,33,12,22,13,2,5,1,0,47,25,144,14.6%,56.3%,(0.0%),(71.7%),(25.0%),(81.8%),(58.3%),(72.7%),,10,0,0,330,17,9,7,2,22,5,25,29,3,1,2,0,32,12,128,7.8%,43.7%,(0.0%),(64.5%),(23.5%),(81.8%),(20.0%),(88.0%)
1812,35,1004,山形,1-0,H,長良川,曇,,ＦＣ岐阜,2014,gifu,,10,4,0,386,12,7,7,3,30,8,17,30,1,3,1,0,41,14,135,7.4%,47.1%,(10.0%),(60.1%),(8.3%),(76.7%),(25.0%),(70.6%),,15,4,0,466,14,13,3,6,31,12,19,19,2,7,1,0,48,11,145,10.3%,52.9%,(0.0%),(65.9%),(7.1%),(67.7%),(50.0%),(94.7%)
1813,36,1011,磐田,1-3,A,ヤマハ,曇,,ＦＣ岐阜,2014,gifu,,8,4,0,369,8,21,1,6,24,8,25,33,4,7,1,0,23,11,140,5.7%,50.7%,(37.5%),(67.2%),(25.0%),(58.3%),(50.0%),(80.0%),,17,6,0,383,12,12,7,4,35,16,14,18,1,1,3,0,40,17,134,12.7%,49.3%,(5.9%),(68.1%),(8.3%),(65.7%),(37.5%),(92.9%)
1814,37,1019,水戸,0-2,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,13,1,0,477,25,11,3,8,31,23,14,21,1,1,0,0,51,21,137,9.5%,57.7%,(0.0%),(72.5%),(20.0%),(71.0%),(43.5%),(92.9%),,12,4,0,293,14,14,1,4,27,8,25,37,1,2,2,0,38,11,133,9.0%,42.3%,(16.7%),(58.4%),(28.6%),(63.0%),(100.0%),(64.0%)
1815,38,1026,北九州,0-2,A,本城,晴,,ＦＣ岐阜,2014,gifu,,6,3,0,430,6,12,0,0,14,6,16,30,1,5,1,0,24,6,98,6.1%,46.7%,(33.3%),(80.2%),(33.3%),(85.7%),(50.0%),(87.5%),,19,4,0,576,20,11,5,6,18,6,16,10,1,0,1,0,65,17,102,18.6%,53.3%,(0.0%),(83.9%),(30.0%),(83.3%),(66.7%),(68.8%)
1816,39,1101,大分,2-3,H,長良川,雨,,ＦＣ岐阜,2014,gifu,,9,4,0,248,10,13,3,7,53,11,30,28,3,1,2,0,26,13,162,5.6%,48.2%,(22.2%),(34.7%),(20.0%),(62.3%),(18.2%),(70.0%),,14,6,0,239,14,17,1,8,39,12,25,52,2,3,1,0,30,13,162,8.6%,51.8%,(21.4%),(37.7%),(28.6%),(82.1%),(33.3%),(76.0%)
1817,40,1109,栃木,0-3,A,栃木グ,雨,,ＦＣ岐阜,2014,gifu,,15,6,1,365,16,11,1,7,33,6,19,20,2,2,1,0,30,11,134,11.2%,44.4%,(20.0%),(69.0%),(6.3%),(75.8%),(66.7%),(68.4%),,12,3,0,460,12,13,2,8,27,13,16,25,1,1,1,0,38,19,131,9.2%,55.6%,(0.0%),(74.3%),(41.7%),(85.2%),(38.5%),(81.3%)
1818,41,1115,松本,3-1,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,15,5,0,372,14,13,7,4,24,9,13,30,3,3,2,0,42,14,153,9.8%,54%,(20.0%),(61.8%),(21.4%),(66.7%),(44.4%),(76.9%),,19,7,0,358,21,14,3,6,26,4,25,19,1,7,0,0,41,16,147,12.9%,46%,(5.3%),(54.5%),(14.3%),(76.9%),(75.0%),(68.0%)
1819,42,1123,京都,0-0,A,西京極,晴,,ＦＣ岐阜,2014,gifu,,14,5,0,356,27,14,3,6,38,26,24,20,5,7,0,0,45,17,139,10.1%,57.8%,(0.0%),(64.3%),(18.5%),(86.8%),(46.2%),(58.3%),,12,2,0,269,8,12,7,6,21,15,30,36,3,3,3,0,33,10,131,9.2%,42.2%,(0.0%),(60.2%),(25.0%),(57.1%),(40.0%),(86.7%)
1820,1,0308,岡山,0-3,A,Ｃスタ,晴,,ＦＣ岐阜,2015,gifu,,15,3,0,364,13,15,3,3,27,9,26,25,2,4,2,0,28,18,152,9.9%,41.2%,(20.0%),(62.6%),(38.5%),(77.8%),(33.3%),(76.9%),,15,2,0,525,20,13,4,4,43,14,28,21,1,2,1,0,49,15,155,9.7%,58.8%,(0.0%),(72.4%),(20.0%),(76.7%),(42.9%),(78.6%)
1821,2,0315,讃岐,1-0,H,長良川,晴のち曇,,ＦＣ岐阜,2015,gifu,,11,2,0,364,16,10,2,9,37,8,43,37,3,1,1,0,34,10,150,7.3%,49.7%,(9.1%),(65.4%),(25.0%),(64.9%),(37.5%),(79.1%),,18,3,0,418,26,10,2,7,49,22,20,24,1,2,0,0,50,24,153,11.8%,50.3%,(0.0%),(66.5%),(19.2%),(95.9%),(36.4%),(85.0%)
1822,3,0321,徳島,0-1,A,鳴門大塚,晴,,ＦＣ岐阜,2015,gifu,,9,3,0,415,15,17,2,2,32,5,26,27,4,0,1,0,45,9,141,6.4%,49.5%,(11.1%),(68.9%),(13.3%),(84.4%),(60.0%),(69.2%),,12,0,0,448,10,12,0,4,34,9,23,29,2,2,0,0,33,14,144,8.3%,50.5%,(0.0%),(70.8%),(10.0%),(79.4%),(33.3%),(82.6%)
1823,4,0329,金沢,0-2,H,長良川,雨,,ＦＣ岐阜,2015,gifu,,9,1,0,424,12,7,2,4,29,10,26,22,1,5,2,0,26,12,137,6.6%,51.5%,(0.0%),(66.3%),(25.0%),(82.8%),(60.0%),(61.5%),,12,6,1,393,11,19,5,5,39,14,24,26,4,1,0,0,44,11,151,7.9%,48.5%,(16.7%),(69.7%),(9.1%),(76.9%),(42.9%),(87.5%)
1824,5,0401,大分,2-6,A,大銀ド,曇,,ＦＣ岐阜,2015,gifu,,22,10,0,283,12,19,1,8,19,10,25,23,2,1,0,0,40,15,128,17.2%,40.2%,(27.3%),(60.1%),(25.0%),(84.2%),(50.0%),(68.0%),,10,5,0,445,10,17,1,3,29,10,24,26,1,1,5,0,41,12,134,7.5%,59.8%,(20.0%),(74.4%),(30.0%),(86.2%),(50.0%),(62.5%)
1825,6,0405,Ｃ大阪,0-2,H,長良川,雨,,ＦＣ岐阜,2015,gifu,,21,4,0,284,25,15,0,13,35,10,20,30,0,1,1,0,33,22,165,12.7%,54.3%,(0.0%),(41.9%),(16.0%),(71.4%),(20.0%),(85.0%),,8,5,0,257,15,17,2,4,40,10,9,51,0,0,1,0,24,4,159,5.0%,45.7%,(25.0%),(42.8%),(0.0%),(62.5%),(30.0%),(77.8%)
1826,7,0411,東京Ｖ,3-4,A,味スタ,曇,,ＦＣ岐阜,2015,gifu,,17,5,0,510,23,20,5,11,28,20,19,24,3,2,2,0,42,21,147,11.6%,61.8%,(23.5%),(73.9%),(21.7%),(89.3%),(35.0%),(100.0%),,12,4,1,247,13,14,2,3,22,11,26,32,8,5,2,0,31,11,135,8.9%,38.2%,(25.0%),(59.9%),(23.1%),(77.3%),(45.5%),(61.5%)
1827,8,0419,栃木,0-1,H,長良川,雨,,ＦＣ岐阜,2015,gifu,,17,3,0,403,12,13,4,6,33,8,23,25,0,1,1,0,45,15,153,11.1%,50.9%,(0.0%),(64.8%),(16.7%),(60.6%),(50.0%),(69.6%),,13,4,1,327,16,11,2,3,35,16,29,33,1,3,1,0,32,17,146,8.9%,49.1%,(7.7%),(56.9%),(18.8%),(82.9%),(50.0%),(82.8%)
1828,9,0426,福岡,2-2,A,レベスタ,晴,,ＦＣ岐阜,2015,gifu,,11,2,0,315,10,24,3,2,37,14,22,27,2,4,3,0,23,17,156,7.1%,47.8%,(18.2%),(54.9%),(40.0%),(70.3%),(42.9%),(77.3%),,12,2,0,359,6,11,4,4,31,12,25,33,1,3,2,0,29,9,145,8.3%,52.2%,(16.7%),(56.5%),(16.7%),(90.3%),(25.0%),(72.0%)
1829,10,0429,長崎,1-0,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,17,6,0,251,15,15,4,13,37,13,26,21,2,4,4,0,19,10,143,11.9%,50.3%,(5.9%),(52.6%),(6.7%),(51.4%),(53.8%),(80.8%),,15,2,0,290,12,13,4,5,33,10,19,35,1,3,2,0,31,12,130,11.5%,49.7%,(0.0%),(57.2%),(25.0%),(78.8%),(50.0%),(68.4%)
1830,11,0503,北九州,1-2,A,本城,雨,,ＦＣ岐阜,2015,gifu,,8,2,0,338,5,15,0,1,24,9,26,37,1,1,0,0,22,6,126,6.3%,39.8%,(25.0%),(63.9%),(20.0%),(75.0%),(44.4%),(76.9%),,25,5,0,581,16,10,1,7,47,13,12,8,4,0,2,0,51,12,138,18.1%,60.2%,(4.0%),(78.7%),(25.0%),(68.1%),(46.2%),(66.7%)
1831,12,0506,京都,1-1,H,長良川,曇,,ＦＣ岐阜,2015,gifu,,13,4,0,294,9,8,1,2,27,12,24,32,1,0,2,0,24,12,136,9.6%,43.7%,(7.7%),(62.2%),(22.2%),(40.7%),(33.3%),(75.0%),,8,2,0,468,22,17,1,3,29,19,27,34,3,1,2,0,47,10,137,5.8%,56.3%,(12.5%),(73.7%),(4.5%),(86.2%),(26.3%),(74.1%)
1832,13,0510,愛媛,2-1,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,6,3,0,325,11,17,1,4,33,10,27,43,3,4,3,0,27,12,150,4.0%,45.3%,(33.3%),(59.1%),(27.3%),(54.5%),(30.0%),(77.8%),,15,5,0,510,21,10,5,5,34,15,22,25,5,1,0,0,42,16,146,10.3%,54.7%,(6.7%),(68.8%),(23.8%),(76.5%),(60.0%),(68.2%)
1833,14,0517,熊本,2-1,A,水前寺,晴,,ＦＣ岐阜,2015,gifu,,14,2,0,346,13,11,6,7,44,5,11,31,1,2,2,0,31,21,159,8.8%,54.1%,(7.1%),(48.0%),(23.1%),(75.0%),(60.0%),(81.8%),,14,6,1,269,6,13,2,1,32,5,17,35,1,5,2,0,27,7,153,9.2%,45.9%,(14.3%),(42.4%),(16.7%),(46.9%),(60.0%),(70.6%)
1834,15,0524,大宮,0-5,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,11,2,0,407,14,10,4,6,25,12,13,26,3,9,2,0,34,10,135,8.1%,45.2%,(0.0%),(72.0%),(21.4%),(72.0%),(58.3%),(61.5%),,16,9,0,528,13,14,9,4,26,12,17,31,2,4,0,0,36,15,136,11.8%,54.8%,(31.3%),(78.6%),(30.8%),(92.3%),(83.3%),(70.6%)
1835,16,0531,水戸,1-1,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,15,3,0,343,16,11,4,4,35,11,28,23,1,1,1,0,39,14,139,10.8%,49.8%,(6.7%),(57.4%),(6.3%),(74.3%),(72.7%),(78.6%),,11,4,0,394,10,12,1,3,31,6,19,33,1,4,0,0,38,7,143,7.7%,50.2%,(9.1%),(64.2%),(20.0%),(74.2%),(33.3%),(73.7%)
1836,17,0606,横浜FC,2-3,A,ニッパツ,晴のち曇,,ＦＣ岐阜,2015,gifu,,19,11,0,388,19,16,2,10,29,11,22,28,2,1,2,0,30,20,145,13.1%,52%,(15.8%),(64.9%),(31.6%),(96.6%),(72.7%),(77.3%),,16,6,1,333,18,11,1,9,27,12,24,25,4,1,4,1,35,18,142,11.3%,48%,(12.5%),(61.6%),(16.7%),(55.6%),(58.3%),(79.2%)
1837,18,0614,札幌,0-1,H,長良川,曇,,ＦＣ岐阜,2015,gifu,,14,6,0,553,20,13,1,5,30,17,13,18,4,0,3,0,49,16,129,10.9%,53.3%,(0.0%),(78.7%),(10.0%),(90.0%),(70.6%),(92.3%),,10,6,1,449,8,12,0,2,16,11,24,39,2,1,0,0,39,10,126,7.9%,46.7%,(10.0%),(78.6%),(12.5%),(81.3%),(54.5%),(79.2%)
1838,19,0621,磐田,3-2,A,ヤマハ,晴,,ＦＣ岐阜,2015,gifu,,20,7,0,504,20,23,5,5,28,12,15,25,0,2,1,0,50,15,138,14.5%,57.2%,(10.0%),(74.0%),(35.0%),(82.1%),(58.3%),(66.7%),,11,6,0,324,8,9,2,0,30,10,15,25,0,4,3,0,24,12,134,8.2%,42.8%,(27.3%),(63.6%),(37.5%),(50.0%),(40.0%),(80.0%)
1839,20,0628,群馬,1-1,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,26,8,0,382,20,14,2,2,51,25,22,16,3,4,0,0,52,27,159,16.4%,52%,(3.8%),(57.9%),(25.0%),(74.5%),(76.0%),(68.2%),,9,2,0,316,15,11,4,1,29,15,23,53,3,2,2,0,26,6,146,6.2%,48%,(11.1%),(60.8%),(6.7%),(65.5%),(40.0%),(65.2%)
1840,21,0704,千葉,1-3,A,フクアリ,雨,,ＦＣ岐阜,2015,gifu,,13,5,0,400,14,14,0,3,27,10,24,18,4,2,1,0,41,18,126,10.3%,56.3%,(23.1%),(73.3%),(35.7%),(70.4%),(20.0%),(75.0%),,18,5,0,321,13,14,2,5,34,9,29,10,2,0,0,0,38,19,136,13.2%,43.7%,(5.6%),(61.7%),(23.1%),(76.5%),(44.4%),(72.4%)
1841,22,0708,東京Ｖ,0-2,H,長良川,曇,,ＦＣ岐阜,2015,gifu,,14,1,0,368,17,15,4,6,41,12,23,12,2,7,3,0,34,12,147,9.5%,53.4%,(0.0%),(62.0%),(0.0%),(73.2%),(41.7%),(82.6%),,7,3,0,282,5,14,8,0,28,9,16,33,0,3,1,0,21,5,139,5.0%,46.6%,(28.6%),(59.6%),(40.0%),(82.1%),(33.3%),(87.5%)
1842,23,0712,横浜FC,0-1,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,10,3,0,457,11,10,0,3,34,14,5,13,3,5,2,0,39,13,116,8.6%,52.9%,(0.0%),(78.1%),(9.1%),(88.2%),(57.1%),(60.0%),,6,5,0,347,4,14,6,2,24,3,12,24,2,0,2,0,25,10,131,4.6%,47.1%,(16.7%),(72.6%),(25.0%),(66.7%),(66.7%),(83.3%)
1843,24,0718,金沢,1-1,A,石川西部,曇,,ＦＣ岐阜,2015,gifu,,12,3,0,293,8,14,3,3,40,6,26,34,2,2,0,0,29,8,142,8.5%,39.5%,(8.3%),(57.0%),(25.0%),(80.0%),(50.0%),(84.6%),,10,4,0,554,16,7,2,5,41,4,30,23,4,3,0,0,34,13,133,7.5%,60.5%,(10.0%),(74.4%),(43.8%),(90.2%),(50.0%),(66.7%)
1844,25,0722,磐田,2-0,H,長良川,雨,,ＦＣ岐阜,2015,gifu,,7,1,0,303,13,10,3,7,31,9,17,34,6,3,2,0,27,10,138,5.1%,44.9%,(0.0%),(60.1%),(30.8%),(80.6%),(33.3%),(76.5%),,14,4,0,414,16,15,4,8,35,14,21,22,4,3,3,0,46,17,152,9.2%,55.1%,(0.0%),(66.7%),(25.0%),(88.6%),(42.9%),(71.4%)
1845,26,0726,大宮,0-5,A,ＮＡＣＫ,晴,,ＦＣ岐阜,2015,gifu,,14,9,0,439,11,14,0,3,16,9,18,27,3,0,1,0,35,14,110,12.7%,45.5%,(35.7%),(81.1%),(9.1%),(87.5%),(44.4%),(88.9%),,20,6,0,613,13,11,0,8,25,13,16,7,2,0,0,0,58,15,116,17.2%,54.5%,(0.0%),(83.5%),(7.7%),(100.0%),(38.5%),(75.0%)
1846,28,0808,熊本,0-1,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,15,4,0,463,15,16,1,10,32,20,14,15,0,1,1,0,32,12,143,10.5%,57.5%,(0.0%),(73.0%),(13.3%),(81.3%),(25.0%),(92.9%),,12,4,0,271,15,15,1,2,16,5,26,29,4,1,1,0,27,10,127,9.4%,42.5%,(8.3%),(59.0%),(20.0%),(56.3%),(60.0%),(84.6%)
1847,29,0815,Ｃ大阪,0-1,A,金鳥スタ,晴,,ＦＣ岐阜,2015,gifu,,15,2,1,373,16,18,2,6,16,8,15,17,5,5,3,0,33,12,133,11.3%,53%,(6.7%),(68.4%),(31.3%),(62.5%),(75.0%),(86.7%),,10,3,0,352,19,22,5,3,26,11,18,15,1,2,5,0,36,9,135,7.4%,47%,(0.0%),(63.6%),(5.3%),(73.1%),(36.4%),(83.3%)
1848,30,0823,栃木,1-0,A,栃木グ,曇,,ＦＣ岐阜,2015,gifu,,13,5,0,346,15,14,1,5,25,12,15,32,1,1,0,0,32,10,136,9.6%,53.3%,(0.0%),(62.7%),(20.0%),(64.0%),(25.0%),(80.0%),,11,5,0,277,13,16,1,4,27,17,29,18,2,1,3,0,26,6,140,7.9%,46.7%,(0.0%),(56.0%),(0.0%),(44.4%),(47.1%),(86.2%)
1849,27,0826,群馬,1-0,A,正田スタ,雨時々曇,,ＦＣ岐阜,2015,gifu,,10,3,0,534,20,17,3,7,22,13,12,15,3,1,0,0,50,16,122,8.2%,55.7%,(0.0%),(76.4%),(10.0%),(90.9%),(46.2%),(66.7%),,8,2,0,323,14,8,1,4,25,8,20,34,1,3,1,0,28,6,118,6.8%,44.3%,(0.0%),(67.2%),(28.6%),(68.0%),(37.5%),(55.0%)
1850,31,0913,北九州,1-0,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,9,1,0,269,10,14,5,5,23,7,21,20,4,2,1,0,29,14,129,7.0%,34.5%,(11.1%),(63.6%),(20.0%),(52.2%),(42.9%),(85.7%),,9,1,0,656,13,18,2,6,24,12,20,17,3,5,1,0,43,9,138,6.5%,65.5%,(0.0%),(82.3%),(15.4%),(91.7%),(33.3%),(80.0%)
1851,32,0920,大分,0-3,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,15,4,0,512,24,20,3,12,35,13,12,9,2,4,6,1,45,17,142,10.6%,62.6%,(0.0%),(73.2%),(12.5%),(80.0%),(46.2%),(75.0%),,12,6,0,217,6,19,4,0,13,9,20,41,1,3,2,0,31,11,116,10.3%,37.4%,(25.0%),(57.6%),(33.3%),(76.9%),(66.7%),(70.0%)
1852,33,0923,札幌,2-1,A,札幌厚別,晴,,ＦＣ岐阜,2015,gifu,,14,4,0,468,18,7,1,6,35,8,14,19,0,1,3,0,47,18,128,10.9%,50.8%,(7.1%),(73.3%),(27.8%),(77.1%),(50.0%),(71.4%),,14,4,1,363,16,14,1,6,17,16,26,25,3,0,0,0,44,8,118,11.9%,49.2%,(14.3%),(68.0%),(6.3%),(58.8%),(62.5%),(69.2%)
1853,34,0927,水戸,2-0,A,Ｋｓスタ,曇のち晴,,ＦＣ岐阜,2015,gifu,,17,3,0,510,19,13,1,5,31,14,17,13,2,1,2,0,49,14,122,13.9%,60%,(0.0%),(76.9%),(21.1%),(71.0%),(57.1%),(76.5%),,7,3,0,271,8,13,2,1,27,7,18,25,2,1,2,0,25,8,116,6.0%,40%,(28.6%),(57.6%),(12.5%),(81.5%),(42.9%),(55.6%)
1854,35,1004,徳島,1-2,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,17,6,0,375,12,13,0,4,31,13,14,17,2,1,0,0,29,10,139,12.2%,42.7%,(5.9%),(65.3%),(16.7%),(71.0%),(38.5%),(71.4%),,12,5,0,565,16,15,1,2,24,9,20,22,3,0,0,0,40,15,135,8.9%,57.3%,(16.7%),(75.8%),(31.3%),(70.8%),(44.4%),(85.0%)
1855,36,1010,京都,0-0,A,西京極,曇,,ＦＣ岐阜,2015,gifu,,10,2,0,528,10,18,5,4,24,16,23,18,2,2,0,0,39,10,129,7.8%,60.1%,(0.0%),(82.2%),(0.0%),(87.5%),(37.5%),(65.2%),,7,3,0,270,6,15,2,4,16,8,26,17,2,5,3,0,16,2,120,5.8%,39.9%,(0.0%),(63.0%),(0.0%),(87.5%),(25.0%),(69.2%)
1856,37,1018,長崎,1-2,A,長崎県立,晴,,ＦＣ岐阜,2015,gifu,,11,4,0,348,12,13,2,6,21,11,25,35,2,1,1,0,27,8,122,9.0%,48.2%,(18.2%),(65.5%),(16.7%),(76.2%),(27.3%),(80.0%),,18,5,0,430,11,12,2,5,34,12,19,21,0,2,5,0,32,12,133,13.5%,51.8%,(5.6%),(67.4%),(9.1%),(70.6%),(33.3%),(89.5%)
1857,38,1025,千葉,1-0,H,長良川,晴,,ＦＣ岐阜,2015,gifu,,16,2,0,334,20,19,2,3,24,13,18,25,2,0,3,0,34,12,130,12.3%,47.1%,(6.3%),(66.8%),(15.0%),(79.2%),(53.8%),(66.7%),,10,2,0,411,14,9,1,0,22,8,14,18,0,2,3,0,32,7,125,8.0%,52.9%,(0.0%),(70.6%),(7.1%),(72.7%),(75.0%),(78.6%)
1858,39,1101,愛媛,0-3,A,ニンスタ,曇,,ＦＣ岐阜,2015,gifu,,8,6,0,399,8,10,2,5,25,10,22,37,0,0,0,0,23,9,137,5.8%,48.2%,(37.5%),(63.9%),(12.5%),(56.0%),(40.0%),(81.8%),,20,11,0,459,11,10,1,3,45,9,19,17,1,2,1,0,33,9,143,14.0%,51.8%,(0.0%),(69.5%),(18.2%),(64.4%),(66.7%),(73.7%)
1859,40,1108,岡山,0-0,H,長良川,雨,,ＦＣ岐阜,2015,gifu,,8,4,0,249,14,24,0,2,37,17,25,27,0,5,5,1,28,6,150,5.3%,50.2%,(0.0%),(30.9%),(0.0%),(56.8%),(35.3%),(72.0%),,12,4,0,276,8,14,6,5,46,12,20,36,0,0,1,1,25,9,158,7.6%,49.8%,(0.0%),(41.7%),(25.0%),(60.9%),(25.0%),(70.0%)
1860,41,1114,讃岐,0-3,A,ピカスタ,曇時々雨,,ＦＣ岐阜,2015,gifu,,11,4,1,275,5,10,1,3,14,4,13,66,3,2,1,0,17,9,112,9.8%,41.4%,(27.3%),(67.3%),(60.0%),(85.7%),(75.0%),(84.6%),,18,1,0,505,37,16,3,4,34,24,13,10,3,1,4,0,69,16,122,14.8%,58.6%,(0.0%),(76.4%),(18.9%),(88.2%),(54.2%),(69.2%)
1861,42,1123,福岡,1-4,H,長良川,曇,,ＦＣ岐阜,2015,gifu,,14,6,0,478,14,16,4,4,22,12,23,12,3,2,2,0,45,14,130,10.8%,50.9%,(7.1%),(78.5%),(35.7%),(100.0%),(58.3%),(78.3%),,16,6,0,390,14,15,3,7,20,10,16,23,0,4,1,0,46,19,139,11.5%,49.1%,(25.0%),(77.7%),(50.0%),(65.0%),(40.0%),(93.8%)
1862,1,0228,群馬,0-4,A,正田スタ,晴,,ＦＣ岐阜,2016,gifu,,17,7,1,336,22,13,1,5,29,8,21,28,3,3,1,0,50,18,146,11.6%,46.3%,(23.5%),(62.8%),(31.8%),(79.3%),(62.5%),(76.2%),,6,1,0,430,16,17,4,2,31,15,23,23,0,1,2,0,45,2,143,4.2%,53.7%,(0.0%),(69.8%),(12.5%),(80.6%),(60.0%),(73.9%)
1863,2,0306,札幌,0-4,H,長良川,曇,,ＦＣ岐阜,2016,gifu,,11,3,0,516,12,14,3,4,20,17,16,12,2,1,3,0,42,9,119,9.2%,49.9%,(0.0%),(75.8%),(16.7%),(85.0%),(64.7%),(93.8%),,13,8,1,520,13,13,1,6,23,12,26,24,5,3,0,0,40,15,117,11.1%,50.1%,(23.1%),(78.1%),(38.5%),(78.3%),(58.3%),(76.9%)
1864,3,0313,北九州,1-0,H,長良川,曇,,ＦＣ岐阜,2016,gifu,,16,4,0,287,16,13,2,4,29,20,22,22,1,2,0,0,38,8,130,12.3%,41.1%,(6.3%),(59.2%),(12.5%),(65.5%),(30.0%),(81.8%),,5,3,0,480,16,16,2,8,30,9,21,32,1,2,2,0,28,10,144,3.5%,58.9%,(0.0%),(74.4%),(6.3%),(80.0%),(44.4%),(76.2%)
1865,4,0320,愛媛,3-0,A,ニンスタ,晴,,ＦＣ岐阜,2016,gifu,,10,2,0,498,19,16,2,7,36,5,18,23,3,1,1,0,39,9,130,7.7%,60%,(0.0%),(74.9%),(15.8%),(66.7%),(20.0%),(77.8%),,14,6,0,243,15,14,1,8,30,11,23,34,3,1,3,0,20,10,133,10.5%,40%,(21.4%),(49.8%),(26.7%),(56.7%),(45.5%),(82.6%)
1866,5,0326,水戸,1-0,H,長良川,晴,,ＦＣ岐阜,2016,gifu,,10,5,1,255,12,6,7,2,25,6,34,62,2,0,2,0,22,7,135,7.4%,40.1%,(10.0%),(51.8%),(33.3%),(60.0%),(50.0%),(64.7%),,12,4,0,481,32,14,0,6,50,20,15,27,1,7,0,0,61,27,155,7.7%,59.9%,(0.0%),(67.6%),(15.6%),(82.0%),(50.0%),(60.0%)
1867,6,0403,徳島,3-1,A,鳴門大塚,曇,,ＦＣ岐阜,2016,gifu,,6,2,0,459,9,10,1,4,38,6,17,24,0,1,3,1,17,5,142,4.2%,51.8%,(16.7%),(68.2%),(22.2%),(65.8%),(50.0%),(70.6%),,10,4,0,385,17,10,1,6,33,12,18,27,1,1,2,0,30,14,147,6.8%,48.2%,(30.0%),(60.8%),(11.8%),(72.7%),(41.7%),(77.8%)
1868,7,0409,讃岐,2-3,A,ピカスタ,晴,,ＦＣ岐阜,2016,gifu,,9,6,0,237,7,12,3,2,17,3,23,60,3,5,3,0,18,9,131,6.9%,37%,(33.3%),(50.2%),(42.9%),(64.7%),(66.7%),(82.6%),,23,7,0,500,25,15,5,7,34,23,14,26,2,2,2,0,55,21,141,16.3%,63%,(8.7%),(72.8%),(28.0%),(67.6%),(69.6%),(64.3%)
1869,8,0417,松本,0-2,H,長良川,曇のち晴,,ＦＣ岐阜,2016,gifu,,8,1,0,292,14,16,9,6,28,18,9,13,0,1,1,1,23,10,129,6.2%,42.8%,(0.0%),(62.3%),(0.0%),(64.3%),(66.7%),(100.0%),,12,3,0,518,14,15,1,7,23,5,9,14,1,9,2,0,46,13,128,9.4%,57.2%,(8.3%),(78.2%),(28.6%),(69.6%),(40.0%),(77.8%)
1870,9,0423,金沢,2-1,A,石川西部,曇,,ＦＣ岐阜,2016,gifu,,18,4,0,472,13,8,7,10,39,14,15,32,0,3,2,0,32,12,137,13.1%,59.5%,(5.6%),(70.3%),(15.4%),(74.4%),(42.9%),(60.0%),,14,5,0,260,14,10,4,4,34,10,25,36,1,7,1,0,30,14,129,10.9%,40.5%,(14.3%),(50.4%),(21.4%),(61.8%),(50.0%),(60.0%)
