,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id,H_ゴール期待値,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_ゴール期待値,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率
1748,13,0506,千葉,0-1,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,4,1,0,296,6,13,5,3,21,7,17,41,3,1,3,0,16,6,137,2.9%,41.2%,(0.0%),(60.8%),(16.7%),(85.7%),(14.3%),(64.7%),,14,3,1,545,23,16,1,16,36,13,20,11,4,4,0,0,51,19,159,8.8%,58.8%,(7.1%),(75.6%),(30.4%),(86.1%),(38.5%),(75.0%)
1749,14,0512,熊本,0-0,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,9,3,0,360,24,15,2,5,32,23,34,18,2,3,0,0,42,15,171,5.3%,43.7%,(0.0%),(58.9%),(20.8%),(84.4%),(60.9%),(73.5%),,11,4,0,574,14,14,3,1,39,18,32,26,2,2,1,0,47,9,158,7.0%,56.3%,(0.0%),(76.0%),(21.4%),(92.3%),(50.0%),(75.0%)
1750,15,0519,水戸,1-4,A,Ｋｓスタ,曇り,,ＦＣ岐阜,2013,gifu,,15,7,0,400,9,12,3,5,22,8,27,29,4,1,2,0,26,15,146,10.3%,46.5%,(26.7%),(70.3%),(22.2%),(100.0%),(25.0%),(74.1%),,20,5,1,460,38,12,1,12,26,20,18,20,5,2,1,0,48,18,149,13.4%,53.5%,(5.0%),(71.1%),(18.4%),(92.3%),(60.0%),(83.3%)
1751,16,0526,福岡,1-2,A,レベスタ,晴れのち曇り,,ＦＣ岐阜,2013,gifu,,14,6,1,512,25,16,5,3,27,15,27,21,4,4,3,0,45,10,140,10.0%,58.2%,(14.3%),(75.8%),(16.0%),(85.2%),(33.3%),(74.1%),,13,2,0,301,12,12,4,9,31,18,30,23,3,5,5,1,30,13,143,9.1%,41.8%,(7.7%),(59.5%),(16.7%),(67.7%),(50.0%),(76.7%)
1752,17,0602,岡山,0-0,H,長良川,曇り,,ＦＣ岐阜,2013,gifu,,5,0,0,292,8,11,3,7,33,12,28,30,6,0,1,0,19,6,143,3.5%,38.5%,(0.0%),(54.1%),(0.0%),(90.9%),(50.0%),(64.3%),,13,3,0,598,21,14,0,6,45,15,25,22,2,3,0,0,47,19,158,8.2%,61.5%,(0.0%),(75.4%),(28.6%),(88.9%),(46.7%),(68.0%)
1753,18,0608,長崎,2-1,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,14,4,0,387,21,13,5,4,42,18,18,25,1,1,3,0,36,11,149,9.4%,49%,(14.3%),(64.9%),(14.3%),(83.3%),(22.2%),(83.3%),,20,6,0,461,12,18,1,3,32,14,17,27,1,4,0,0,42,17,144,13.9%,51%,(5.0%),(71.8%),(50.0%),(90.6%),(42.9%),(82.4%)
1754,19,0615,鳥取,4-3,A,とりスタ,曇り,,ＦＣ岐阜,2013,gifu,,11,4,0,350,18,13,2,6,37,14,16,12,1,7,2,0,32,8,142,7.7%,47.8%,(27.3%),(59.7%),(11.1%),(89.2%),(21.4%),(87.5%),,13,5,1,323,11,14,7,4,25,8,11,22,2,2,0,0,28,7,136,9.6%,52.2%,(30.8%),(61.9%),(27.3%),(84.0%),(50.0%),(100.0%)
1755,20,0622,札幌,0-4,A,札幌厚別,曇り,,ＦＣ岐阜,2013,gifu,,18,8,0,413,19,8,1,12,29,15,21,35,1,1,2,0,42,14,154,11.7%,52.5%,(22.2%),(66.3%),(10.5%),(89.7%),(40.0%),(76.2%),,12,2,0,352,13,14,1,6,35,6,14,13,1,1,0,0,47,13,156,7.7%,47.5%,(0.0%),(61.9%),(15.4%),(91.4%),(83.3%),(64.3%)
1756,21,0629,北九州,3-1,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,15,7,1,411,22,13,2,3,24,16,21,27,2,2,1,0,44,11,125,12.0%,50.7%,(20.0%),(69.8%),(22.7%),(87.5%),(68.8%),(81.0%),,10,3,1,438,13,21,2,3,25,7,25,17,3,2,4,0,30,10,136,7.4%,49.3%,(10.0%),(69.6%),(23.1%),(92.0%),(28.6%),(76.0%)
1757,22,0703,Ｇ大阪,2-8,H,長良川,雨のち曇り,,ＦＣ岐阜,2013,gifu,,17,4,0,323,15,5,9,7,18,12,20,13,5,1,1,0,20,12,127,13.4%,34.8%,(11.8%),(65.9%),(40.0%),(77.8%),(41.7%),(65.0%),,27,12,0,826,16,10,1,7,17,12,17,10,3,8,0,0,69,33,120,22.5%,65.2%,(29.6%),(88.0%),(31.3%),(88.2%),(66.7%),(76.5%)
1758,23,0707,京都,0-2,A,西京極,晴れ,,ＦＣ岐阜,2013,gifu,,13,5,0,735,11,14,1,7,30,17,12,17,0,5,2,0,39,14,144,9.0%,65%,(15.4%),(83.4%),(0.0%),(90.0%),(58.8%),(83.3%),,3,2,0,249,6,11,5,2,25,4,27,24,4,1,1,0,20,4,130,2.3%,35%,(0.0%),(55.4%),(16.7%),(72.0%),(25.0%),(77.8%)
1759,24,0714,熊本,1-1,A,うまスタ,曇り,,ＦＣ岐阜,2013,gifu,,12,4,0,347,9,18,0,4,22,8,17,20,3,4,4,0,35,12,133,9.0%,44.8%,(8.3%),(69.5%),(22.2%),(95.5%),(37.5%),(82.4%),,10,2,0,405,17,19,5,0,28,13,24,26,7,0,2,0,31,15,128,7.8%,55.2%,(10.0%),(71.1%),(23.5%),(100.0%),(84.6%),(75.0%)
1760,25,0720,福岡,0-2,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,10,3,0,357,14,9,4,2,23,22,23,36,3,1,4,0,23,10,149,6.7%,42.2%,(0.0%),(65.0%),(42.9%),(78.3%),(45.5%),(65.2%),,14,6,0,664,20,17,1,7,25,13,25,10,2,3,2,0,52,9,156,9.0%,57.8%,(14.3%),(77.3%),(15.0%),(96.0%),(61.5%),(76.0%)
1761,26,0727,岡山,2-1,A,カンスタ,晴れ,,ＦＣ岐阜,2013,gifu,,20,5,0,563,23,16,1,11,21,14,8,9,2,0,0,0,69,17,128,15.6%,61.1%,(5.0%),(80.8%),(21.7%),(90.5%),(57.1%),(75.0%),,11,3,0,236,14,9,0,7,22,12,20,40,4,1,3,0,26,12,118,9.3%,38.9%,(18.2%),(61.0%),(28.6%),(54.5%),(41.7%),(60.0%)
1762,27,0804,徳島,1-3,A,鳴門大塚,曇り,,ＦＣ岐阜,2013,gifu,,13,4,0,599,15,14,2,4,24,8,16,28,2,4,2,0,44,14,135,9.6%,57.6%,(23.1%),(83.3%),(20.0%),(83.3%),(62.5%),(62.5%),,18,9,0,398,15,10,5,4,23,9,21,26,3,1,4,0,37,12,121,14.9%,42.4%,(5.6%),(75.9%),(20.0%),(100.0%),(55.6%),(76.2%)
1763,28,0811,神戸,1-0,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,12,4,0,283,11,10,0,7,21,9,19,44,2,3,1,0,20,7,133,9.0%,39%,(8.3%),(62.2%),(18.2%),(61.9%),(33.3%),(84.2%),,24,2,0,586,16,11,3,7,31,11,14,25,1,0,1,0,70,23,131,18.3%,61%,(0.0%),(78.8%),(18.8%),(100.0%),(72.7%),(85.7%)
1764,29,0818,水戸,1-4,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,10,4,0,302,16,18,9,4,30,10,25,19,0,5,5,1,25,10,130,7.7%,47.5%,(10.0%),(68.5%),(31.3%),(83.3%),(30.0%),(88.0%),,18,7,2,371,14,23,5,3,15,12,12,31,0,9,0,1,39,16,123,14.6%,52.5%,(22.2%),(75.7%),(42.9%),(80.0%),(50.0%),(100.0%)
1765,30,0821,北九州,0-2,A,本城,晴れ,,ＦＣ岐阜,2013,gifu,,10,5,0,529,12,11,2,4,27,11,21,17,3,3,1,0,43,8,121,8.3%,51.9%,(20.0%),(76.6%),(8.3%),(92.6%),(45.5%),(71.4%),,7,2,0,501,9,10,4,5,20,8,18,11,0,2,4,0,32,4,114,6.1%,48.1%,(0.0%),(77.8%),(11.1%),(65.0%),(37.5%),(83.3%)
1766,31,0825,千葉,1-1,A,フクアリ,曇り,,ＦＣ岐阜,2013,gifu,,17,5,0,680,30,17,2,10,22,20,19,18,7,2,2,0,59,19,129,13.2%,62.8%,(5.9%),(82.9%),(13.3%),(86.4%),(55.0%),(68.4%),,11,5,0,291,13,12,2,5,12,14,21,33,4,2,2,0,24,10,117,9.4%,37.2%,(9.1%),(69.4%),(30.8%),(91.7%),(35.7%),(71.4%)
1767,32,0901,東京Ｖ,1-2,H,長良川,曇り,,ＦＣ岐阜,2013,gifu,,13,2,0,305,19,15,3,8,17,12,13,27,6,2,2,0,36,15,112,11.6%,35.6%,(7.7%),(71.1%),(15.8%),(58.8%),(58.3%),(92.3%),,17,2,0,632,20,13,2,8,17,8,17,21,2,3,2,0,43,18,118,14.4%,64.4%,(11.8%),(84.3%),(35.0%),(100.0%),(50.0%),(70.6%)
1768,33,0915,群馬,1-0,A,正田スタ,曇り,,ＦＣ岐阜,2013,gifu,,11,2,0,296,7,17,0,2,26,13,20,17,4,2,0,1,17,7,133,8.3%,41.5%,(0.0%),(65.5%),(14.3%),(73.1%),(23.1%),(80.0%),,10,3,0,495,21,14,2,1,16,18,20,23,5,0,2,0,49,5,114,8.8%,58.5%,(10.0%),(79.4%),(19.0%),(75.0%),(27.8%),(80.0%)
1769,34,0922,鳥取,2-1,H,大垣,晴れ,,ＦＣ岐阜,2013,gifu,,8,3,0,262,21,13,1,5,40,12,16,35,3,4,3,1,29,11,140,5.7%,44.7%,(25.0%),(57.3%),(4.8%),(70.0%),(33.3%),(87.5%),,17,2,0,399,33,10,4,6,25,23,11,22,1,1,0,0,57,22,128,13.3%,55.3%,(5.9%),(66.2%),(27.3%),(68.0%),(52.2%),(81.8%)
1770,36,1006,松本,1-2,H,長良川,曇り時々晴れ,,ＦＣ岐阜,2013,gifu,,16,2,0,348,22,8,7,3,26,12,16,33,1,0,0,0,46,12,139,11.5%,52.4%,(6.3%),(67.2%),(18.2%),(80.8%),(58.3%),(68.8%),,17,5,0,342,26,12,0,5,25,13,15,31,2,7,1,0,34,10,143,11.9%,47.6%,(11.8%),(62.0%),(30.8%),(76.0%),(38.5%),(80.0%)
1771,37,1020,長崎,0-3,A,長崎県立,晴れ,,ＦＣ岐阜,2013,gifu,,21,7,0,335,9,14,2,5,20,17,21,28,1,1,2,1,40,12,146,14.4%,48.4%,(14.3%),(66.6%),(22.2%),(70.0%),(58.8%),(95.2%),,8,4,0,380,14,14,1,4,32,12,21,16,3,2,2,0,29,7,140,5.7%,51.6%,(0.0%),(69.2%),(21.4%),(68.8%),(58.3%),(71.4%)
1772,35,1023,横浜FC,2-2,A,ニッパ球,曇り,,ＦＣ岐阜,2013,gifu,,10,5,1,480,21,20,1,4,33,12,21,28,2,0,2,0,40,12,122,8.2%,56.7%,(20.0%),(79.0%),(33.3%),(87.9%),(41.7%),(81.0%),,5,3,0,311,19,13,0,6,24,10,25,27,1,1,4,1,34,15,117,4.3%,43.3%,(40.0%),(68.8%),(26.3%),(91.7%),(50.0%),(84.0%)
1773,38,1027,栃木,0-1,H,長良川,晴れ,,ＦＣ岐阜,2013,gifu,,10,3,0,352,16,11,4,1,41,20,32,25,2,0,1,0,39,13,163,6.1%,48.9%,(0.0%),(59.4%),(31.3%),(70.7%),(35.0%),(65.6%),,22,6,1,431,14,14,0,6,22,15,32,34,6,3,2,0,38,19,161,13.7%,51.1%,(4.5%),(65.9%),(35.7%),(77.3%),(53.3%),(78.1%)
1774,39,1103,山形,2-2,A,ＮＤスタ,曇り一時雨,,ＦＣ岐阜,2013,gifu,,23,9,0,478,20,20,3,10,30,25,17,17,3,2,1,0,58,17,152,15.1%,63.1%,(4.3%),(73.6%),(15.0%),(93.3%),(52.0%),(82.4%),,12,6,0,256,16,3,2,4,24,12,26,36,3,3,1,0,22,7,129,9.3%,36.9%,(16.7%),(54.3%),(25.0%),(54.2%),(50.0%),(69.2%)
1775,40,1110,愛媛,1-1,H,長良川,雨のち曇り,,ＦＣ岐阜,2013,gifu,,7,1,1,328,15,12,3,6,32,6,25,61,0,1,5,1,30,6,152,4.6%,50.2%,(14.3%),(52.1%),(20.0%),(65.6%),(50.0%),(92.0%),,19,4,0,368,20,15,1,9,42,8,20,19,0,3,0,0,53,16,157,12.1%,49.8%,(5.3%),(54.1%),(15.0%),(76.2%),(37.5%),(85.0%)
1776,41,1117,札幌,0-3,H,長良川,晴れ一時雨,,ＦＣ岐阜,2013,gifu,,15,2,0,380,19,8,2,8,27,7,20,30,1,2,2,0,44,15,146,10.3%,44.2%,(0.0%),(64.7%),(15.8%),(96.3%),(71.4%),(95.0%),,13,5,0,555,15,16,2,2,19,7,14,37,0,2,2,0,46,11,139,9.4%,55.8%,(23.1%),(78.7%),(26.7%),(84.2%),(42.9%),(92.9%)
1777,42,1124,富山,2-1,A,富山,晴れ,,ＦＣ岐阜,2013,gifu,,15,9,1,486,14,10,1,5,14,14,22,30,3,4,1,0,38,16,140,10.7%,53.4%,(6.7%),(72.4%),(14.3%),(85.7%),(71.4%),(59.1%),,21,8,0,375,20,19,3,5,24,16,15,11,8,1,2,0,39,20,145,14.5%,46.6%,(4.8%),(64.5%),(25.0%),(75.0%),(37.5%),(80.0%)
1778,1,0302,讃岐,3-1,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,13,6,0,266,8,13,2,5,29,8,30,44,12,0,4,0,20,12,134,9.7%,44.7%,(23.1%),(51.9%),(37.5%),(44.8%),(50.0%),(66.7%),,21,6,0,381,23,16,0,13,29,20,23,27,4,1,2,0,45,19,140,15.0%,55.3%,(4.8%),(63.3%),(39.1%),(86.2%),(55.0%),(78.3%)
1779,2,0309,富山,3-0,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,11,4,0,412,9,12,1,3,43,8,22,42,4,4,2,0,43,18,161,6.8%,50.1%,(18.2%),(64.3%),(55.6%),(72.1%),(12.5%),(68.2%),,13,4,0,458,9,19,6,3,34,15,16,40,1,1,1,0,39,9,163,8.0%,49.9%,(0.0%),(66.2%),(33.3%),(91.2%),(33.3%),(81.3%)
1780,3,0316,山形,1-3,A,ＮＤスタ,雨,,ＦＣ岐阜,2014,gifu,,23,10,0,415,21,15,0,12,26,18,19,24,6,1,1,0,47,15,177,13.0%,54.8%,(13.0%),(59.8%),(23.8%),(61.5%),(55.6%),(84.2%),,16,5,0,372,12,15,1,3,34,9,30,33,2,0,1,0,27,9,177,9.0%,45.2%,(6.3%),(56.2%),(50.0%),(67.6%),(66.7%),(83.3%)
1781,4,0322,湘南,2-3,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,11,2,0,363,10,23,5,1,30,6,32,32,0,4,5,0,27,8,146,7.5%,48.2%,(18.2%),(59.8%),(30.0%),(73.3%),(66.7%),(81.3%),,15,5,0,366,12,19,4,5,29,12,23,35,2,5,1,0,43,14,169,8.9%,51.8%,(20.0%),(57.9%),(33.3%),(89.7%),(33.3%),(87.0%)
1782,5,0330,愛媛,0-0,A,ニンスタ,曇,,ＦＣ岐阜,2014,gifu,,8,5,0,447,11,14,3,6,23,17,13,27,2,0,2,0,38,7,141,5.7%,50.9%,(0.0%),(69.6%),(9.1%),(87.0%),(35.3%),(69.2%),,19,4,0,440,31,16,0,8,29,14,29,16,4,1,2,0,42,20,157,12.1%,49.1%,(0.0%),(67.5%),(19.4%),(62.1%),(57.1%),(69.0%)
1783,6,0405,福岡,1-2,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,18,5,0,338,16,13,0,7,36,16,29,25,2,14,2,0,34,20,154,11.7%,46.3%,(5.6%),(62.1%),(25.0%),(72.2%),(37.5%),(75.9%),,9,4,0,369,24,7,14,10,35,12,22,32,4,0,1,0,35,11,146,6.2%,53.7%,(22.2%),(65.6%),(12.5%),(88.6%),(41.7%),(77.3%)
1784,7,0413,横浜FC,1-0,A,ニッパ球,曇,,ＦＣ岐阜,2014,gifu,,21,2,0,620,30,16,4,3,27,18,27,16,3,1,1,0,67,22,135,15.6%,63.3%,(0.0%),(78.9%),(26.7%),(92.6%),(44.4%),(70.4%),,5,1,1,320,10,11,1,2,26,15,40,23,4,4,2,1,18,11,133,3.8%,36.7%,(20.0%),(65.6%),(30.0%),(61.5%),(20.0%),(77.5%)
1785,8,0420,栃木,1-3,H,長良川,曇,,ＦＣ岐阜,2014,gifu,,16,8,0,448,17,16,2,3,35,18,24,13,2,4,0,0,36,16,161,9.9%,50%,(6.3%),(67.9%),(35.3%),(65.7%),(55.6%),(91.7%),,12,5,0,402,18,14,5,2,23,20,21,21,4,1,3,0,42,16,159,7.5%,50%,(25.0%),(68.7%),(27.8%),(73.9%),(65.0%),(76.2%)
1786,9,0426,松本,0-1,A,松本,晴,,ＦＣ岐阜,2014,gifu,,13,4,0,355,21,11,0,7,28,11,13,23,3,0,0,0,35,13,131,9.9%,46.4%,(7.7%),(64.5%),(23.8%),(71.4%),(63.6%),(84.6%),,17,4,0,429,16,6,0,7,28,5,8,14,1,0,1,0,31,10,129,13.2%,53.6%,(0.0%),(70.2%),(6.3%),(78.6%),(80.0%),(87.5%)
1787,10,0429,群馬,1-0,H,長良川,雨,,ＦＣ岐阜,2014,gifu,,14,7,1,399,17,10,1,10,17,13,32,28,3,0,1,0,41,12,133,10.5%,43.7%,(7.1%),(70.9%),(17.6%),(100.0%),(46.2%),(81.3%),,10,3,0,515,19,14,0,4,33,21,28,28,2,1,2,0,38,13,144,6.9%,56.3%,(0.0%),(79.0%),(15.8%),(75.8%),(38.1%),(67.9%)
1788,11,0503,東京Ｖ,1-0,A,国立,晴,,ＦＣ岐阜,2014,gifu,,13,2,0,577,23,12,2,6,17,14,19,11,4,6,3,0,49,11,125,10.4%,59%,(0.0%),(80.1%),(21.7%),(94.1%),(42.9%),(78.9%),,11,2,0,363,8,12,6,3,24,4,17,19,5,2,1,0,20,10,123,8.9%,41%,(9.1%),(68.3%),(25.0%),(75.0%),(50.0%),(70.6%)
1789,12,0506,千葉,2-2,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,23,9,0,290,10,18,4,6,23,8,21,30,4,0,2,0,31,18,137,16.8%,41.4%,(8.7%),(62.8%),(30.0%),(52.2%),(37.5%),(66.7%),,15,6,1,463,27,17,0,6,14,11,20,32,1,4,1,0,46,26,130,11.5%,58.6%,(13.3%),(73.7%),(33.3%),(100.0%),(72.7%),(80.0%)
1790,13,0511,水戸,2-3,A,Ｋｓスタ,晴,,ＦＣ岐阜,2014,gifu,,14,5,1,492,15,12,3,5,37,6,13,16,2,2,0,0,37,15,147,9.5%,51.9%,(21.4%),(67.7%),(13.3%),(89.2%),(33.3%),(69.2%),,20,4,0,423,23,15,2,1,26,10,35,20,5,3,1,0,49,16,135,14.8%,48.1%,(10.0%),(67.1%),(30.4%),(69.2%),(50.0%),(80.0%)
1791,14,0518,岡山,1-2,A,カンスタ,晴,,ＦＣ岐阜,2014,gifu,,14,7,0,371,18,8,1,8,27,22,31,24,1,3,0,0,37,20,144,9.7%,44.8%,(14.3%),(72.0%),(38.9%),(70.4%),(45.5%),(61.3%),,12,3,0,590,21,9,3,7,31,5,26,25,1,1,2,0,55,23,144,8.3%,55.2%,(8.3%),(78.6%),(28.6%),(74.2%),(40.0%),(80.8%)
1792,15,0525,北九州,1-1,H,長良川,曇一時雨,,ＦＣ岐阜,2014,gifu,,15,3,0,447,14,9,8,7,25,12,16,14,6,2,2,0,53,15,134,11.2%,57.4%,(6.7%),(76.5%),(35.7%),(72.0%),(25.0%),(75.0%),,11,3,0,307,9,14,2,4,27,7,19,34,3,7,0,1,25,9,128,8.6%,42.6%,(9.1%),(66.1%),(22.2%),(85.2%),(0.0%),(78.9%)
1793,16,0601,京都,2-1,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,17,5,0,354,14,8,4,4,18,5,31,30,7,3,0,0,40,13,141,12.1%,42.8%,(11.8%),(67.8%),(50.0%),(77.8%),(20.0%),(83.9%),,12,3,0,516,18,14,3,7,31,11,15,18,1,4,1,0,38,16,150,8.0%,57.2%,(8.3%),(76.9%),(33.3%),(96.8%),(36.4%),(73.3%)
1794,17,0607,大分,0-1,A,大銀ド,晴,,ＦＣ岐阜,2014,gifu,,10,2,0,336,9,14,3,6,30,19,15,27,7,5,1,0,27,8,138,7.2%,45.4%,(10.0%),(69.9%),(11.1%),(66.7%),(42.1%),(53.3%),,16,2,0,441,17,10,5,3,29,7,26,14,6,3,1,0,37,13,134,11.9%,54.6%,(0.0%),(73.0%),(17.6%),(69.0%),(42.9%),(69.2%)
1795,18,0614,磐田,0-4,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,14,2,0,428,24,11,1,5,29,13,32,15,2,2,2,0,37,14,128,10.9%,47.2%,(0.0%),(73.8%),(20.8%),(72.4%),(46.2%),(71.9%),,21,8,0,459,15,12,2,5,17,26,29,25,5,1,0,0,37,19,130,16.2%,52.8%,(19.0%),(77.6%),(26.7%),(94.1%),(46.2%),(75.9%)
1796,19,0621,長崎,1-1,H,長良川,曇,,ＦＣ岐阜,2014,gifu,,14,5,1,339,20,19,2,4,24,12,30,34,4,2,1,0,29,17,146,9.6%,50.3%,(7.1%),(64.3%),(35.0%),(62.5%),(41.7%),(66.7%),,17,5,0,363,24,15,2,5,24,16,21,37,2,2,2,0,35,22,137,12.4%,49.7%,(5.9%),(65.3%),(29.2%),(58.3%),(43.8%),(71.4%)
1797,20,0628,札幌,2-3,A,札幌厚別,曇のち晴,,ＦＣ岐阜,2014,gifu,,15,8,0,372,10,16,1,7,27,7,14,16,0,1,1,0,28,11,145,10.3%,44.5%,(20.0%),(66.1%),(10.0%),(77.8%),(42.9%),(64.3%),,10,4,0,432,18,16,1,2,20,10,13,19,2,1,1,0,25,8,133,7.5%,55.5%,(20.0%),(70.8%),(22.2%),(65.0%),(70.0%),(84.6%)
1798,21,0705,熊本,3-0,A,うまスタ,曇,,ＦＣ岐阜,2014,gifu,,12,4,0,414,26,20,0,7,47,13,24,14,4,1,0,0,34,23,158,7.6%,53.5%,(0.0%),(65.9%),(26.9%),(63.8%),(38.5%),(75.0%),,11,5,0,297,9,13,1,3,33,13,22,40,2,0,1,0,32,13,146,7.5%,46.5%,(27.3%),(62.6%),(33.3%),(57.6%),(38.5%),(81.8%)
1799,22,0720,横浜FC,1-2,H,長良川,曇,,ＦＣ岐阜,2014,gifu,,14,1,0,404,11,12,1,9,27,19,28,22,2,5,4,0,33,12,127,11.0%,57.3%,(7.1%),(71.5%),(36.4%),(63.0%),(47.4%),(78.6%),,5,3,0,253,6,18,5,2,37,7,16,37,1,1,1,0,9,5,134,3.7%,42.7%,(40.0%),(57.7%),(16.7%),(78.4%),(57.1%),(75.0%)
1800,23,0726,讃岐,2-1,A,丸亀,晴,,ＦＣ岐阜,2014,gifu,,13,4,1,428,16,12,1,6,22,10,32,21,1,6,0,0,23,7,131,9.9%,53.7%,(7.7%),(70.1%),(25.0%),(86.4%),(50.0%),(71.9%),,12,3,0,340,5,11,6,4,34,12,22,25,1,1,2,0,27,13,132,9.1%,46.3%,(16.7%),(71.5%),(60.0%),(58.8%),(50.0%),(72.7%)
1801,24,0730,岡山,2-2,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,14,4,1,402,15,9,5,7,22,15,18,13,2,2,2,1,42,16,122,11.5%,52%,(14.3%),(76.1%),(33.3%),(63.6%),(33.3%),(72.2%),,13,5,0,408,13,17,2,5,23,11,16,27,2,5,1,0,27,17,130,10.0%,48%,(15.4%),(75.0%),(0.0%),(87.0%),(72.7%),(81.3%)
1802,25,0803,長崎,2-0,A,長崎県立,雨,,ＦＣ岐阜,2014,gifu,,13,3,0,372,14,25,3,12,28,6,15,21,3,7,2,0,33,20,149,8.7%,55.9%,(0.0%),(62.9%),(21.4%),(57.1%),(50.0%),(93.3%),,13,4,1,223,6,10,8,3,30,6,22,33,2,3,2,0,19,9,129,10.1%,44.1%,(15.4%),(48.4%),(33.3%),(53.3%),(33.3%),(72.7%)
1803,26,0810,愛媛,4-3,H,長良川,曇時々雨,,ＦＣ岐阜,2014,gifu,,25,10,1,413,29,16,6,6,45,21,15,14,0,4,3,0,60,27,164,15.2%,59.2%,(16.0%),(66.8%),(31.0%),(51.1%),(52.4%),(73.3%),,6,4,1,185,4,14,4,2,19,4,20,65,1,5,0,0,11,3,133,4.5%,40.8%,(50.0%),(44.3%),(0.0%),(57.9%),(25.0%),(45.0%)
1804,27,0817,群馬,2-2,A,正田スタ,晴,,ＦＣ岐阜,2014,gifu,,15,3,0,483,21,13,2,9,18,21,20,28,1,3,1,0,23,22,122,12.3%,61.4%,(13.3%),(79.3%),(19.0%),(100.0%),(66.7%),(85.0%),,17,5,0,268,17,11,3,2,21,23,29,16,2,2,2,0,43,19,115,14.8%,38.6%,(11.8%),(66.4%),(11.8%),(66.7%),(39.1%),(69.0%)
1805,28,0824,福岡,0-1,A,レベスタ,雨のち曇,,ＦＣ岐阜,2014,gifu,,9,1,0,367,15,10,1,6,36,12,31,25,4,6,1,0,33,13,145,6.2%,47.8%,(11.1%),(61.9%),(6.7%),(66.7%),(50.0%),(74.2%),,12,1,0,403,11,10,6,3,35,7,30,25,3,1,1,0,30,14,141,8.5%,52.2%,(0.0%),(64.5%),(27.3%),(77.1%),(57.1%),(93.3%)
1806,29,0831,東京Ｖ,3-0,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,12,4,0,490,12,16,3,5,32,6,29,26,8,4,0,0,34,17,140,8.6%,49.2%,(25.0%),(72.7%),(16.7%),(81.3%),(50.0%),(79.3%),,7,1,0,476,16,16,3,4,36,17,25,25,6,3,1,0,33,8,149,4.7%,50.8%,(0.0%),(72.7%),(31.3%),(80.6%),(58.8%),(60.0%)
1807,30,0906,富山,0-0,A,富山,曇のち雨,,ＦＣ岐阜,2014,gifu,,11,2,0,209,19,23,3,3,27,8,28,20,2,3,2,0,26,14,125,8.8%,32.2%,(0.0%),(51.2%),(15.8%),(88.9%),(87.5%),(71.4%),,10,3,0,599,19,18,3,5,26,13,20,23,1,3,3,0,52,19,140,7.1%,67.8%,(0.0%),(80.1%),(36.8%),(84.6%),(53.8%),(80.0%)
1808,31,0914,札幌,1-1,H,長良川,晴,,ＦＣ岐阜,2014,gifu,,15,4,0,446,21,21,4,3,25,15,20,18,3,1,2,0,48,15,128,11.7%,52.9%,(6.7%),(74.0%),(19.0%),(80.0%),(46.7%),(90.0%),,10,1,0,357,6,8,1,5,17,8,18,23,2,4,4,1,21,8,117,8.5%,47.1%,(10.0%),(73.7%),(50.0%),(70.6%),(25.0%),(61.1%)
