,年月日,節,大会,H_Team,スコア,A_Team,スタジアム
18665,20020807,１３,Ｊ１ １ｓｔ,広島,0-1,磐田,広島ビ
18666,20020831,１,Ｊ１ ２ｎｄ,磐田,1-0,神戸,磐田
18667,20021005,７,Ｊ１ ２ｎｄ,Ｇ大阪,0-2,磐田,万博
18668,20021023,１０,Ｊ１ ２ｎｄ,磐田,1-0,広島,磐田
18669,20021116,１３,Ｊ１ ２ｎｄ,京都,0-3,磐田,西京極
18670,20021130,１５,Ｊ１ ２ｎｄ,名古屋,2-3,磐田,豊田ス
18671,20030301,0,ゼロックススーパーカップ,磐田,3-0,京都,国立
18672,20030315,２,ＹＮＣ 予選Ａグループ,神戸,4-2,磐田,神戸ユ
18673,20030405,２,Ｊ１ １ｓｔ,Ｇ大阪,1-1,磐田,万博
18674,20030426,５,Ｊ１ １ｓｔ,磐田,1-0,神戸,磐田
18675,20030511,８,Ｊ１ １ｓｔ,磐田,5-0,京都,磐田
18676,20030517,９,Ｊ１ １ｓｔ,Ｃ大阪,1-3,磐田,長居
18677,20030524,１０,Ｊ１ １ｓｔ,磐田,1-1,名古屋,磐田
18678,20030702,５,ＹＮＣ 予選Ａグループ,磐田,3-1,神戸,磐田
18679,20030713,１２,Ｊ１ １ｓｔ,大分,0-4,磐田,大分ス
18680,20030824,0,サテライトリーグ Ｂグループ,名古屋,0-0,磐田,トヨタＧ
18681,20030830,３,Ｊ１ ２ｎｄ,京都,1-0,磐田,西京極
18682,20030831,0,サテライトリーグ Ｂグループ,磐田,1-2,名古屋,磐田
18683,20030906,４,Ｊ１ ２ｎｄ,磐田,2-2,Ｃ大阪,磐田
18684,20030913,５,Ｊ１ ２ｎｄ,名古屋,2-2,磐田,豊田ス
18685,20031004,９,Ｊ１ ２ｎｄ,神戸,1-3,磐田,神戸ウイ
18686,20031018,１０,Ｊ１ ２ｎｄ,磐田,2-0,大分,磐田
18687,20031122,１４,Ｊ１ ２ｎｄ,磐田,2-1,Ｇ大阪,磐田
18688,20040320,２,Ｊ１ １ｓｔ,名古屋,1-3,磐田,豊田ス
18689,20040410,４,Ｊ１ １ｓｔ,Ｃ大阪,1-2,磐田,長居
18690,20040429,２,ＹＮＣ 予選Ｂグループ,名古屋,5-2,磐田,瑞穂陸
18691,20040505,８,Ｊ１ １ｓｔ,磐田,2-1,大分,ヤマハ
18692,20040509,９,Ｊ１ １ｓｔ,Ｇ大阪,0-2,磐田,万博
18693,20040529,３,ＹＮＣ 予選Ｂグループ,磐田,0-1,Ｇ大阪,ヤマハ
18694,20040605,４,ＹＮＣ 予選Ｂグループ,Ｇ大阪,2-3,磐田,万博
18695,20040606,0,サテライトリーグ Ｃグループ,名古屋,2-2,磐田,中池公園
18696,20040613,0,サテライトリーグ Ｃグループ,磐田,2-0,京都,ヤマハ
18697,20040616,１３,Ｊ１ １ｓｔ,磐田,2-2,神戸,ヤマハ
18698,20040626,１５,Ｊ１ １ｓｔ,磐田,4-2,広島,ヤマハ
18699,20040711,0,サテライトリーグ Ｃグループ,京都,4-2,磐田,東城陽Ｇ
18700,20040724,６,ＹＮＣ 予選Ｂグループ,磐田,1-1,名古屋,鴨池
18701,20040814,１,Ｊ１ ２ｎｄ,大分,1-1,磐田,大分ス
18702,20040821,２,Ｊ１ ２ｎｄ,磐田,1-2,名古屋,ヤマハ
18703,20040926,７,Ｊ１ ２ｎｄ,神戸,1-2,磐田,神戸ウイ
18704,20041003,0,サテライトリーグ Ｃグループ,磐田,2-0,名古屋,藤枝サ
18705,20041107,１２,Ｊ１ ２ｎｄ,磐田,2-2,Ｃ大阪,ヤマハ
18706,20041120,１３,Ｊ１ ２ｎｄ,広島,3-2,磐田,広島ビ
18707,20041123,１４,Ｊ１ ２ｎｄ,磐田,1-2,Ｇ大阪,ヤマハ
18708,20050313,２,Ｊ１,磐田,0-3,名古屋,ヤマハ
18709,20050417,0,サテライトリーグ Ｃグループ,京都,7-0,磐田,皇子山
18710,20050504,１０,Ｊ１,磐田,2-1,Ｇ大阪,ヤマハ
18711,20050508,１１,Ｊ１,神戸,0-0,磐田,神戸ウイ
18712,20050515,１２,Ｊ１,磐田,2-1,大分,ヤマハ
18713,20050709,１５,Ｊ１,磐田,3-0,Ｃ大阪,ヤマハ
18714,20050713,１６,Ｊ１,広島,0-0,磐田,広島ビ
18715,20050724,１８,Ｊ１,名古屋,2-0,磐田,瑞穂陸
18716,20050814,0,サテライトリーグ Ｃグループ,磐田,0-0,名古屋,ヤマハ
18717,20050824,２０,Ｊ１,Ｇ大阪,3-1,磐田,金沢
18718,20050903,２２,Ｊ１,大分,1-2,磐田,大分ス
18719,20050911,0,サテライトリーグ Ｃグループ,磐田,2-3,京都,ヤマハ
18720,20050917,２４,Ｊ１,Ｃ大阪,2-0,磐田,長居
18721,20050925,0,サテライトリーグ Ｃグループ,名古屋,3-1,磐田,東員町
18722,20051029,２９,Ｊ１,磐田,1-3,広島,ヤマハ
18723,20051203,３４,Ｊ１,磐田,1-0,神戸,ヤマハ
18724,20060305,１,Ｊ１,磐田,1-1,福岡,静岡
18725,20060318,３,Ｊ１,磐田,1-1,京都,ヤマハ
18726,20060329,0,ＹＮＣ 予選Ｄグループ,Ｃ大阪,1-0,磐田,長居
18727,20060402,６,Ｊ１,大分,1-2,磐田,九石ド
18728,20060416,８,Ｊ１,磐田,3-0,広島,ヤマハ
18729,20060506,１２,Ｊ１,磐田,2-2,名古屋,静岡
18730,20060521,0,ＹＮＣ 予選Ｄグループ,磐田,2-1,名古屋,鴨池
18731,20060712,１１,Ｊ１,Ｇ大阪,2-2,磐田,金沢
18732,20060722,１４,Ｊ１,磐田,3-1,Ｃ大阪,ヤマハ
18733,20060819,１８,Ｊ１,名古屋,3-1,磐田,瑞穂陸
18734,20060830,２１,Ｊ１,広島,2-1,磐田,広島ビ
18735,20060923,２４,Ｊ１,磐田,2-3,大分,ヤマハ
18736,20061007,２６,Ｊ１,磐田,3-2,Ｇ大阪,静岡
18737,20061008,0,サテライトリーグ Ｄグループ,磐田,0-2,名古屋,ヤマハ
18738,20061021,２８,Ｊ１,福岡,2-1,磐田,博多球
18739,20061029,0,サテライトリーグ Ｄグループ,名古屋,1-0,磐田,多治見
18740,20061111,３０,Ｊ１,Ｃ大阪,2-3,磐田,長居２
18741,20061123,３２,Ｊ１,京都,1-3,磐田,西京極
18742,20070310,２,Ｊ１,磐田,2-1,大分,ヤマハ
18743,20070422,７,Ｊ１,Ｇ大阪,5-2,磐田,万博
18744,20070428,８,Ｊ１,磐田,4-2,広島,ヤマハ
18745,20070506,１０,Ｊ１,磐田,1-0,名古屋,エコパ
18746,20070509,５,ＹＮＣ 予選Ｃグループ,磐田,1-0,大分,ヤマハ
18747,20070520,１２,Ｊ１,磐田,2-3,神戸,ヤマハ
18748,20070523,６,ＹＮＣ 予選Ｃグループ,大分,1-3,磐田,九石ド
18749,20070811,１９,Ｊ１,神戸,4-0,磐田,ホムスタ
18750,20070923,２６,Ｊ１,磐田,1-1,Ｇ大阪,ヤマハ
18751,20071006,２８,Ｊ１,広島,0-1,磐田,広島ビ
18752,20071110,３１,Ｊ１,名古屋,0-0,磐田,豊田ス
18753,20071124,３３,Ｊ１,大分,1-0,磐田,九石ド
18754,20080315,２,Ｊ１,磐田,3-0,Ｇ大阪,エコパ
18755,20080330,３,Ｊ１,神戸,3-2,磐田,ホムスタ
18756,20080420,７,Ｊ１,磐田,1-1,大分,ヤマハ
18757,20080429,９,Ｊ１,磐田,2-0,京都,ヤマハ
18758,20080717,１７,Ｊ１,磐田,2-1,名古屋,ヤマハ
18759,20080720,１８,Ｊ１,大分,2-1,磐田,九石ド
18760,20080809,２０,Ｊ１,磐田,0-1,神戸,ヤマハ
18761,20080810,0,サテライトリーグ Ｄグループ,磐田,2-3,名古屋,ヤマハ
18762,20080913,２４,Ｊ１,京都,2-0,磐田,西京極
18763,20081018,２９,Ｊ１,Ｇ大阪,2-1,磐田,万博
18764,20081025,３０,Ｊ１,名古屋,0-0,磐田,豊田ス
18765,20081026,0,サテライトリーグ Ｄグループ,名古屋,0-2,磐田,トヨタＳ
18766,20090314,２,Ｊ１,Ｇ大阪,4-1,磐田,万博
18767,20090425,７,Ｊ１,京都,2-3,磐田,西京極
18768,20090502,９,Ｊ１,磐田,1-0,神戸,ヤマハ
18769,20090524,１３,Ｊ１,磐田,2-1,名古屋,ヤマハ
18770,20090607,６,ＹＮＣ 予選Ａグループ,磐田,2-2,大分,ヤマハ
18771,20090613,７,ＹＮＣ 予選Ａグループ,磐田,2-1,広島,鴨池
18772,20090705,１６,Ｊ１,広島,0-1,磐田,広島ビ
18773,20090712,１７,Ｊ１,磐田,3-1,大分,ヤマハ
18774,20090829,２４,Ｊ１,磐田,1-3,Ｇ大阪,エコパ
18775,20090913,２５,Ｊ１,大分,2-1,磐田,九石ド
18776,20090919,２６,Ｊ１,磐田,3-0,京都,ヤマハ
18777,20091025,３０,Ｊ１,名古屋,3-3,磐田,豊田ス
18778,20091128,３３,Ｊ１,磐田,0-1,広島,ヤマハ
18779,20091205,３４,Ｊ１,神戸,1-1,磐田,ホムスタ
18780,20100321,３,Ｊ１,名古屋,2-0,磐田,瑞穂陸
18781,20100327,４,Ｊ１,磐田,2-3,京都,ヤマハ
18782,20100404,５,Ｊ１,磐田,4-3,Ｇ大阪,ヤマハ
18783,20100505,１０,Ｊ１,磐田,2-1,広島,ヤマハ
18784,20100508,１１,Ｊ１,神戸,3-0,磐田,ホームズ
18785,20100529,５,ＹＮＣ 予選Ｂグループ,磐田,2-0,神戸,ヤマハ
18786,20100731,１６,Ｊ１,磐田,0-3,Ｃ大阪,ヤマハ
18787,20100818,１９,Ｊ１,磐田,3-2,神戸,ヤマハ
18788,20100829,２１,Ｊ１,Ｇ大阪,2-0,磐田,万博
18789,20100925,２４,Ｊ１,京都,0-1,磐田,西京極
18790,20101016,２６,Ｊ１,広島,1-1,磐田,広島ビ
18791,20101103,0,ＹＮＣ 決勝トーナメント,磐田,5-3,広島,国立
18792,20101127,３３,Ｊ１,磐田,1-2,名古屋,ヤマハ
18793,20101204,３４,Ｊ１,Ｃ大阪,6-2,磐田,金鳥スタ
18794,20110429,８,Ｊ１,磐田,1-1,広島,ヤマハ
18795,20110521,１２,Ｊ１,磐田,4-1,福岡,ヤマハ
18796,20110605,0,ＹＮＣ,磐田,2-0,福岡,ヤマハ
18797,20110611,１４,Ｊ１,磐田,0-1,名古屋,ヤマハ
18798,20110625,１８,Ｊ１,福岡,1-2,磐田,レベスタ
18799,20110703,２,Ｊ１,磐田,3-0,神戸,ヤマハ
18800,20110713,４,Ｊ１,Ｃ大阪,2-3,磐田,金鳥スタ
18801,20110723,６,Ｊ１,Ｇ大阪,2-2,磐田,万博
18802,20110727,0,ＹＮＣ,福岡,0-3,磐田,レベスタ
18803,20110730,１９,Ｊ１,磐田,1-2,Ｇ大阪,ヤマハ
18804,20110807,２０,Ｊ１,名古屋,2-1,磐田,瑞穂陸
18805,20110917,２６,Ｊ１,広島,3-1,磐田,広島ビ
18806,20111005,0,ＹＮＣ,Ｇ大阪,3-1,磐田,万博
18807,20111023,３０,Ｊ１,磐田,0-4,Ｃ大阪,ヤマハ
18808,20111127,３３,Ｊ１,神戸,3-1,磐田,ホームズ
18809,20120317,２,Ｊ１,磐田,2-1,鳥栖,ヤマハ
18810,20120320,１,ＹＮＣ 予選Ａグループ,磐田,2-1,Ｃ大阪,ヤマハ
18811,20120325,３,Ｊ１,Ｇ大阪,1-2,磐田,万博
18812,20120418,３,ＹＮＣ 予選Ａグループ,磐田,1-0,広島,ヤマハ
18813,20120428,８,Ｊ１,Ｃ大阪,3-2,磐田,金鳥スタ
18814,20120516,４,ＹＮＣ 予選Ａグループ,鳥栖,3-2,磐田,ベアスタ
18815,20120616,１４,Ｊ１,磐田,1-3,神戸,ヤマハ
18816,20120623,１５,Ｊ１,名古屋,2-0,磐田,瑞穂陸
18817,20120707,１７,Ｊ１,広島,2-0,磐田,広島ビ
18818,20120818,２２,Ｊ１,磐田,4-3,Ｃ大阪,ヤマハ
18819,20120901,２４,Ｊ１,磐田,1-1,広島,ヤマハ
18820,20120915,２５,Ｊ１,神戸,1-2,磐田,神戸ユ
18821,20121107,３１,Ｊ１,鳥栖,3-2,磐田,佐賀
18822,20121117,３２,Ｊ１,磐田,0-2,名古屋,ヤマハ
18823,20121201,３４,Ｊ１,磐田,2-1,Ｇ大阪,ヤマハ
18824,20130302,１,Ｊ１,名古屋,1-1,磐田,豊田ス
18825,20130330,４,Ｊ１,磐田,3-3,鳥栖,ヤマハ
18826,20130420,７,Ｊ１,磐田,0-2,広島,ヤマハ
18827,20130525,１３,Ｊ１,大分,1-1,磐田,大銀ド
18828,20130706,１４,Ｊ１,磐田,2-2,Ｃ大阪,ヤマハ
18829,20130803,１９,Ｊ１,磐田,2-3,名古屋,ヤマハ
18830,20130810,２０,Ｊ１,広島,2-1,磐田,Ｅスタ
18831,20130928,２７,Ｊ１,Ｃ大阪,2-0,磐田,金鳥スタ
18832,20131110,３１,Ｊ１,鳥栖,1-0,磐田,ベアスタ
18833,20131207,３４,Ｊ１,磐田,3-1,大分,ヤマハ
18834,20140309,２,Ｊ２,讃岐,1-4,磐田,丸亀
18835,20140316,３,Ｊ２,磐田,3-1,熊本,ヤマハ
18836,20140322,４,Ｊ２,磐田,3-3,福岡,ヤマハ
18837,20140413,７,Ｊ２,北九州,3-2,磐田,本城
18838,20140503,１１,Ｊ２,磐田,1-0,長崎,ヤマハ
18839,20140506,１２,Ｊ２,愛媛,0-1,磐田,ニンスタ
18840,20140511,１３,Ｊ２,磐田,1-1,大分,ヤマハ
18841,20140531,１６,Ｊ２,磐田,1-1,岡山,ヤマハ
18842,20140614,１８,Ｊ２,岐阜,0-4,磐田,長良川
18843,20140705,２１,Ｊ２,京都,2-3,磐田,西京極
18844,20140730,２４,Ｊ２,磐田,4-2,讃岐,ヤマハ
18845,20140810,２６,Ｊ２,福岡,3-1,磐田,レベスタ
18846,20140906,３０,Ｊ２,岡山,1-1,磐田,カンスタ
18847,20140914,３１,Ｊ２,長崎,1-1,磐田,長崎県立
18848,20140920,３２,Ｊ２,磐田,3-1,北九州,ヤマハ
18849,20140928,３４,Ｊ２,磐田,2-0,愛媛,ヤマハ
18850,20141004,３５,Ｊ２,大分,2-0,磐田,大銀ド
18851,20141011,３６,Ｊ２,磐田,3-1,岐阜,ヤマハ
18852,20141019,３７,Ｊ２,熊本,0-0,磐田,うまスタ
18853,20141026,３８,Ｊ２,磐田,2-2,京都,ヤマハ
18854,20150308,１,Ｊ２,磐田,3-1,北九州,ヤマハ
18855,20150315,２,Ｊ２,京都,0-2,磐田,西京極
18856,20150321,３,Ｊ２,讃岐,1-0,磐田,丸亀
18857,20150329,４,Ｊ２,磐田,2-1,大分,ヤマハ
18858,20150411,７,Ｊ２,磐田,1-1,岡山,ヤマハ
18859,20150429,１０,Ｊ２,磐田,0-1,福岡,ヤマハ
18860,20150506,１２,Ｊ２,Ｃ大阪,1-2,磐田,金鳥スタ
18861,20150531,１６,Ｊ２,徳島,2-2,磐田,鳴門大塚
18862,20150614,１８,Ｊ２,長崎,0-1,磐田,長崎県立
18863,20150621,１９,Ｊ２,磐田,2-3,岐阜,ヤマハ
18864,20150628,２０,Ｊ２,愛媛,0-2,磐田,ニンスタ
18865,20150704,２１,Ｊ２,磐田,1-1,熊本,ヤマハ
18866,20150708,２２,Ｊ２,磐田,1-1,讃岐,ヤマハ
18867,20150722,２５,Ｊ２,岐阜,2-0,磐田,長良川
18868,20150726,２６,Ｊ２,磐田,0-1,Ｃ大阪,ヤマハ
18869,20150801,２７,Ｊ２,岡山,1-2,磐田,Ｃスタ
18870,20150808,２８,Ｊ２,磐田,3-3,京都,ヤマハ
18871,20150815,２９,Ｊ２,福岡,2-0,磐田,レベスタ
18872,20150823,３０,Ｊ２,磐田,3-1,徳島,ヤマハ
18873,20150920,３２,Ｊ２,磐田,0-0,愛媛,ヤマハ
18874,20150927,３４,Ｊ２,北九州,2-3,磐田,本城
18875,20151025,３８,Ｊ２,熊本,0-2,磐田,うまスタ
18876,20151108,４０,Ｊ２,磐田,4-2,長崎,ヤマハ
18877,20151123,４２,Ｊ２,大分,1-2,磐田,大銀ド
18878,20160227,１,Ｊ１ １ｓｔ,磐田,0-1,名古屋,ヤマハ
18879,20160319,４,Ｊ１ １ｓｔ,磐田,2-2,福岡,ヤマハ
18880,20160323,１,ＹＮＣ グループステージＡグループ,磐田,1-2,神戸,ヤマハ
18881,20160424,８,Ｊ１ １ｓｔ,鳥栖,0-1,磐田,ベアスタ
18882,20160429,９,Ｊ１ １ｓｔ,磐田,1-0,広島,ヤマハ
18883,20160504,１０,Ｊ１ １ｓｔ,神戸,4-1,磐田,ノエスタ
18884,20160513,１２,Ｊ１ １ｓｔ,Ｇ大阪,2-1,磐田,吹田Ｓ
18885,20160605,７,ＹＮＣ グループステージＡグループ,磐田,1-3,名古屋,ヤマハ
18886,20160702,１,Ｊ１ ２ｎｄ,広島,3-0,磐田,Ｅスタ
18887,20160813,８,Ｊ１ ２ｎｄ,磐田,0-2,Ｇ大阪,エコパ
18888,20160820,９,Ｊ１ ２ｎｄ,磐田,1-1,鳥栖,ヤマハ
18889,20160824,１０,Ｊ１ ２ｎｄ,福岡,2-3,磐田,レベスタ
18890,20160910,１１,Ｊ１ ２ｎｄ,磐田,3-4,神戸,ヤマハ
18891,20161022,１５,Ｊ１ ２ｎｄ,名古屋,1-1,磐田,豊田ス
18892,20170225,１,Ｊ１,Ｃ大阪,0-0,磐田,ヤンマー
18893,20170318,４,Ｊ１,神戸,1-0,磐田,ノエスタ
18894,20170416,７,Ｊ１,磐田,2-1,鳥栖,ヤマハ
18895,20170527,１３,Ｊ１,広島,0-0,磐田,Ｅスタ
18896,20170604,１４,Ｊ１,磐田,3-0,Ｇ大阪,ヤマハ
18897,20170805,２０,Ｊ１,磐田,2-3,広島,ヤマハ
18898,20170813,２２,Ｊ１,Ｇ大阪,0-2,磐田,吹田Ｓ
18899,20170819,２３,Ｊ１,磐田,1-1,Ｃ大阪,ヤマハ
18900,20170826,２４,Ｊ１,磐田,2-1,神戸,ヤマハ
18901,20171126,３３,Ｊ１,鳥栖,0-2,磐田,ベアスタ
18902,20180303,２,Ｊ１,名古屋,1-0,磐田,豊田ス
18903,20180318,４,Ｊ１,広島,0-0,磐田,Ｅスタ
18904,20180411,７,Ｊ１,Ｇ大阪,2-0,磐田,吹田Ｓ
18905,20180415,８,Ｊ１,磐田,1-0,鳥栖,ヤマハ
18906,20180425,１０,Ｊ１,磐田,1-2,長崎,ヤマハ
18907,20180428,１１,Ｊ１,磐田,1-1,Ｃ大阪,ヤマハ
18908,20180512,１４,Ｊ１,磐田,0-2,神戸,ヤマハ
18909,20180602,0,ＹＬＣ プレーオフステージ,Ｇ大阪,1-0,磐田,吹田Ｓ
18910,20180609,0,ＹＬＣ プレーオフステージ,磐田,2-3,Ｇ大阪,ヤマハ
18911,20180728,１８,Ｊ１,鳥栖,0-0,磐田,ベアスタ
18912,20180801,１９,Ｊ１,磐田,1-1,Ｇ大阪,ヤマハ
18913,20180811,２１,Ｊ１,神戸,2-1,磐田,ノエスタ
18914,20180901,２５,Ｊ１,磐田,1-6,名古屋,ヤマハ
18915,20180914,２６,Ｊ１,Ｃ大阪,1-1,磐田,金鳥スタ
18916,20181021,３０,Ｊ１,長崎,0-0,磐田,トラスタ
18917,20181103,３１,Ｊ１,磐田,3-2,広島,ヤマハ
18918,20190301,２,Ｊ１,広島,0-0,磐田,Ｅスタ
18919,20190306,１,ＹＬＣ グループステージＤグループ,磐田,1-0,Ｇ大阪,ヤマハ
18920,20190309,３,Ｊ１,磐田,1-2,大分,ヤマハ
18921,20190317,４,Ｊ１,鳥栖,1-0,磐田,駅スタ
18922,20190420,８,Ｊ１,名古屋,1-0,磐田,豊田ス
18923,20190424,４,ＹＬＣ グループステージＤグループ,Ｇ大阪,4-1,磐田,パナスタ
18924,20190601,１４,Ｊ１,磐田,1-1,神戸,エコパ
18925,20190615,１５,Ｊ１,磐田,0-0,Ｇ大阪,ヤマハ
18926,20190622,１６,Ｊ１,Ｃ大阪,2-0,磐田,ヤンマー
18927,20190818,２３,Ｊ１,Ｇ大阪,1-1,磐田,パナスタ
18928,20190824,２４,Ｊ１,磐田,0-2,Ｃ大阪,ヤマハ
18929,20190831,２５,Ｊ１,磐田,0-2,広島,ヤマハ
18930,20190928,２７,Ｊ１,大分,1-2,磐田,大分陸
18931,20191019,２９,Ｊ１,磐田,2-2,鳥栖,ヤマハ
18932,20191130,３３,Ｊ１,磐田,2-1,名古屋,ヤマハ
18933,20191207,３４,Ｊ１,神戸,4-1,磐田,ノエスタ
18934,20200628,２,Ｊ２,京都,2-0,磐田,サンガＳ
18935,20200705,３,Ｊ２,磐田,1-1,岡山,ヤマハ
18936,20200711,４,Ｊ２,磐田,2-1,山口,ヤマハ
18937,20200715,５,Ｊ２,福岡,1-0,磐田,ベススタ
18938,20200719,６,Ｊ２,磐田,2-0,北九州,ヤマハ
18939,20200725,７,Ｊ２,磐田,0-2,徳島,ヤマハ
18940,20200729,８,Ｊ２,琉球,2-2,磐田,タピスタ
18941,20200802,９,Ｊ２,愛媛,1-2,磐田,ニンスタ
18942,20200913,１９,Ｊ２,長崎,0-0,磐田,トラスタ
18943,20200930,２３,Ｊ２,山口,3-0,磐田,みらスタ
18944,20201004,２４,Ｊ２,磐田,1-2,京都,エコパ
18945,20201014,２６,Ｊ２,磐田,1-0,長崎,ヤマハ
18946,20201101,３０,Ｊ２,磐田,2-1,福岡,ヤマハ
18947,20201104,３１,Ｊ２,徳島,3-1,磐田,鳴門大塚
18948,20201108,３２,Ｊ２,磐田,1-1,愛媛,ヤマハ
18949,20201115,３４,Ｊ２,岡山,1-1,磐田,Ｃスタ
18950,20201125,３６,Ｊ２,磐田,3-0,琉球,ヤマハ
18951,20201213,４０,Ｊ２,北九州,2-0,磐田,ミクスタ
18952,20210228,１,Ｊ２,琉球,1-0,磐田,タピスタ
18953,20210321,４,Ｊ２,京都,3-4,磐田,サンガＳ
18954,20210327,５,Ｊ２,磐田,1-2,山口,エコパ
18955,20210404,６,Ｊ２,岡山,0-1,磐田,Ｃスタ
18956,20210505,１２,Ｊ２,愛媛,0-0,磐田,ニンスタ
18957,20210605,１７,Ｊ２,北九州,vs,磐田,ミクスタ
18958,20210626,２０,Ｊ２,長崎,vs,磐田,トラスタ
18959,20210711,２２,Ｊ２,山口,vs,磐田,みらスタ
18960,20210918,３０,Ｊ２,磐田,vs,岡山,ヤマハ
18961,20210925,３１,Ｊ２,磐田,vs,琉球,ヤマハ
18962,20211009,３３,Ｊ２,磐田,vs,北九州,ヤマハ
18963,20211023,３５,Ｊ２,磐田,vs,愛媛,エコパ
18964,20211107,３８,Ｊ２,磐田,vs,京都,ヤマハ
18965,20211120,４０,Ｊ２,磐田,vs,長崎,ヤマハ
18966,20140316,２,Ｊ３,藤枝,2-4,J-22,藤枝サ
18967,20140323,３,Ｊ３,藤枝,2-2,琉球,藤枝サ
18968,20140413,６,Ｊ３,藤枝,0-2,鳥取,藤枝サ
18969,20140518,１２,Ｊ３,藤枝,3-1,J-22,藤枝サ
18970,20140615,１６,Ｊ３,藤枝,1-0,琉球,藤枝サ
18971,20140622,１７,Ｊ３,鳥取,0-0,藤枝,チュスタ
18972,20140831,２３,Ｊ３,藤枝,2-1,J-22,藤枝サ
18973,20140907,２４,Ｊ３,琉球,0-0,藤枝,沖縄市陸
18974,20140921,２６,Ｊ３,鳥取,2-1,藤枝,とりスタ
18975,20150322,２,Ｊ３,藤枝,0-0,琉球,藤枝サ
18976,20150405,４,Ｊ３,山口,3-0,藤枝,維新公園
18977,20150419,６,Ｊ３,藤枝,1-1,J-22,藤枝サ
18978,20150503,９,Ｊ３,鳥取,2-0,藤枝,とりスタ
18979,20150607,１５,Ｊ３,藤枝,0-4,山口,藤枝サ
18980,20150621,１７,Ｊ３,藤枝,0-1,琉球,藤枝サ
18981,20150726,２２,Ｊ３,藤枝,2-0,J-22,藤枝サ
18982,20150729,２３,Ｊ３,鳥取,2-1,藤枝,とりスタ
18983,20150906,２７,Ｊ３,藤枝,4-2,鳥取,藤枝サ
18984,20151004,３２,Ｊ３,琉球,1-0,藤枝,沖縄県陸
18985,20151025,３５,Ｊ３,藤枝,1-4,J-22,エコパ
18986,20151103,３６,Ｊ３,山口,2-3,藤枝,維新公園
18987,20160313,１,Ｊ３,琉球,1-0,藤枝,沖縄県陸
18988,20160320,２,Ｊ３,藤枝,1-0,Ｃ大23,藤枝サ
18989,20160508,８,Ｊ３,Ｇ大23,2-0,藤枝,万博
18990,20160522,１０,Ｊ３,鳥取,1-3,藤枝,とりスタ
18991,20160529,１１,Ｊ３,藤枝,0-2,大分,藤枝サ
18992,20160612,１２,Ｊ３,Ｆ東23,1-1,藤枝,味フィ西
18993,20160626,１４,Ｊ３,鹿児島,1-0,藤枝,鴨池
18994,20160710,１６,Ｊ３,藤枝,2-1,Ｆ東23,藤枝サ
18995,20160716,１７,Ｊ３,大分,4-3,藤枝,大銀ド
18996,20160724,１８,Ｊ３,藤枝,4-2,琉球,藤枝サ
18997,20160918,２２,Ｊ３,藤枝,2-5,鳥取,藤枝サ
18998,20161001,２４,Ｊ３,Ｃ大23,2-1,藤枝,ヤンマー
18999,20161016,２５,Ｊ３,藤枝,4-0,Ｇ大23,エコパ
19000,20161106,２８,Ｊ３,藤枝,2-0,鹿児島,藤枝サ
19001,20170311,１,Ｊ３,鹿児島,5-0,藤枝,鴨池
19002,20170318,２,Ｊ３,藤枝,2-1,Ｆ東23,藤枝サ
19003,20170325,３,Ｊ３,沼津,4-1,藤枝,愛鷹
19004,20170521,９,Ｊ３,藤枝,2-0,北九州,藤枝サ
19005,20170528,１０,Ｊ３,藤枝,1-2,琉球,藤枝サ
19006,20170610,１２,Ｊ３,藤枝,1-1,鳥取,藤枝サ
19007,20170625,１４,Ｊ３,藤枝,1-0,Ｃ大23,エコパ
19008,20170709,１６,Ｊ３,藤枝,2-1,Ｇ大23,藤枝サ
19009,20170819,１９,Ｊ３,北九州,0-1,藤枝,ミクスタ
19010,20170902,２１,Ｊ３,藤枝,1-1,鹿児島,藤枝サ
19011,20170909,２２,Ｊ３,琉球,2-2,藤枝,沖縄県陸
19012,20170924,２４,Ｊ３,鳥取,1-6,藤枝,とりスタ
19013,20171001,２５,Ｊ３,Ｇ大23,1-6,藤枝,万博
19014,20171008,２６,Ｊ３,藤枝,2-2,沼津,藤枝サ
19015,20171111,３１,Ｊ３,Ｆ東23,2-0,藤枝,夢の島
19016,20171119,３２,Ｊ３,Ｃ大23,0-0,藤枝,ヤンマー
19017,20180321,３,Ｊ３,藤枝,1-2,北九州,藤枝サ
19018,20180325,４,Ｊ３,鹿児島,1-2,藤枝,鴨池
19019,20180401,５,Ｊ３,Ｇ大23,4-1,藤枝,吹田Ｓ
19020,20180408,６,Ｊ３,藤枝,0-0,鳥取,藤枝サ
19021,20180503,９,Ｊ３,藤枝,0-1,沼津,藤枝サ
19022,20180623,１５,Ｊ３,Ｃ大23,1-2,藤枝,金鳥スタ
19023,20180630,１６,Ｊ３,藤枝,1-1,Ｆ東23,藤枝サ
19024,20180707,１７,Ｊ３,琉球,3-0,藤枝,沖縄県陸
19025,20180902,２１,Ｊ３,藤枝,0-1,琉球,藤枝サ
19026,20180916,２３,Ｊ３,藤枝,1-2,Ｃ大23,藤枝サ
19027,20180922,２４,Ｊ３,沼津,2-1,藤枝,愛鷹
19028,20180929,２５,Ｊ３,北九州,1-1,藤枝,ミクスタ
19029,20181013,２７,Ｊ３,藤枝,2-1,Ｇ大23,藤枝サ
