,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id
0,1,0227,横浜FC,5-1,H,札幌ド,屋内,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
1,2,0306,名古屋,0-1,A,豊田ス,曇,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
2,3,0310,広島,1-2,A,Ｅスタ,晴,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
3,5,0317,浦和,0-0,A,埼玉,晴,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
4,6,0320,神戸,3-4,H,札幌ド,屋内,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
5,7,0403,福岡,2-1,A,ベススタ,晴のち曇,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
6,8,0407,FC東京,1-2,A,味スタ,晴,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
7,9,0411,鹿島,2-2,H,札幌ド,屋内,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
8,10,0416,横浜FM,1-3,H,札幌ド,屋内,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
9,11,0424,仙台,2-1,H,札幌厚別,晴,ペトロヴィッチ,北海道コンサドーレ札幌,2021,sapp
10,12,0502,湘南,,A,レモンＳ,,,北海道コンサドーレ札幌,2021,sapp
11,13,0509,徳島,,A,鳴門大塚,,,北海道コンサドーレ札幌,2021,sapp
12,14,0516,川崎Ｆ,,A,等々力,,,北海道コンサドーレ札幌,2021,sapp
13,15,0522,清水,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
14,16,0526,鳥栖,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
15,17,0529,柏,,A,三協Ｆ柏,,,北海道コンサドーレ札幌,2021,sapp
16,18,0619,大分,,H,札幌厚別,,,北海道コンサドーレ札幌,2021,sapp
17,20,0627,鹿島,,A,カシマ,,,北海道コンサドーレ札幌,2021,sapp
18,21,0704,徳島,,H,札幌厚別,,,北海道コンサドーレ札幌,2021,sapp
19,22,0710,仙台,,A,ユアスタ,,,北海道コンサドーレ札幌,2021,sapp
20,4,0730,Ｇ大阪,,H,札幌厚別,,,北海道コンサドーレ札幌,2021,sapp
21,23,0809,浦和,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
22,24,0814,FC東京,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
23,25,0821,大分,,A,昭和電ド,,,北海道コンサドーレ札幌,2021,sapp
24,26,0825,名古屋,,H,札幌厚別,,,北海道コンサドーレ札幌,2021,sapp
25,27,0828,川崎Ｆ,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
26,28,0911,Ｃ大阪,,A,ヨドコウ,,,北海道コンサドーレ札幌,2021,sapp
27,29,0918,神戸,,A,ノエスタ,,,北海道コンサドーレ札幌,2021,sapp
28,30,0925,広島,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
29,31,1002,Ｇ大阪,,A,パナスタ,,,北海道コンサドーレ札幌,2021,sapp
30,32,1016,横浜FM,,A,日産ス,,,北海道コンサドーレ札幌,2021,sapp
31,33,1023,福岡,,H,未定,,,北海道コンサドーレ札幌,2021,sapp
32,34,1103,湘南,,H,未定,,,北海道コンサドーレ札幌,2021,sapp
33,35,1106,清水,,A,アイスタ,,,北海道コンサドーレ札幌,2021,sapp
34,36,1120,鳥栖,,A,駅スタ,,,北海道コンサドーレ札幌,2021,sapp
35,37,1127,柏,,H,札幌ド,,,北海道コンサドーレ札幌,2021,sapp
36,38,1204,横浜FC,,A,ニッパツ,,,北海道コンサドーレ札幌,2021,sapp
0,1,0227,広島,1-1,A,Ｅスタ,晴,手倉森　誠,ベガルタ仙台,2021,send
1,2,0306,川崎Ｆ,1-5,H,ユアスタ,晴,手倉森　誠,ベガルタ仙台,2021,send
2,3,0310,鳥栖,0-5,A,駅スタ,晴,手倉森　誠,ベガルタ仙台,2021,send
3,4,0313,湘南,1-3,A,レモンＳ,雨,手倉森　誠,ベガルタ仙台,2021,send
4,6,0321,FC東京,1-2,A,味スタ,雨のち曇,手倉森　誠,ベガルタ仙台,2021,send
5,7,0403,神戸,0-2,H,ユアスタ,晴,手倉森　誠,ベガルタ仙台,2021,send
6,8,0407,徳島,0-1,A,鳴門大塚,晴,手倉森　誠,ベガルタ仙台,2021,send
7,9,0411,横浜FM,0-0,H,ユアスタ,晴,手倉森　誠,ベガルタ仙台,2021,send
8,10,0417,横浜FC,2-2,A,ニッパツ,曇時々雨,手倉森　誠,ベガルタ仙台,2021,send
9,11,0424,札幌,1-2,A,札幌厚別,晴,手倉森　誠,ベガルタ仙台,2021,send
10,12,0501,柏,,H,ユアスタ,,,ベガルタ仙台,2021,send
11,13,0509,浦和,,A,埼玉,,,ベガルタ仙台,2021,send
12,20,0512,川崎Ｆ,,A,等々力,,,ベガルタ仙台,2021,send
13,14,0515,福岡,,H,ユアスタ,,,ベガルタ仙台,2021,send
14,15,0522,大分,,H,ユアスタ,,,ベガルタ仙台,2021,send
15,16,0526,名古屋,,A,豊田ス,,,ベガルタ仙台,2021,send
16,17,0530,Ｃ大阪,,H,ユアスタ,,,ベガルタ仙台,2021,send
17,18,0620,鹿島,,A,カシマ,,,ベガルタ仙台,2021,send
18,19,0623,清水,,H,ユアスタ,,,ベガルタ仙台,2021,send
19,21,0703,浦和,,H,ユアスタ,,,ベガルタ仙台,2021,send
20,22,0710,札幌,,H,ユアスタ,,,ベガルタ仙台,2021,send
21,5,0803,Ｇ大阪,,H,ユアスタ,,,ベガルタ仙台,2021,send
22,23,0809,Ｃ大阪,,A,ヨドコウ,,,ベガルタ仙台,2021,send
23,24,0814,横浜FC,,H,ユアスタ,,,ベガルタ仙台,2021,send
24,25,0821,横浜FM,,A,ニッパツ,,,ベガルタ仙台,2021,send
25,26,0825,FC東京,,H,ユアスタ,,,ベガルタ仙台,2021,send
26,27,0829,鳥栖,,H,ユアスタ,,,ベガルタ仙台,2021,send
27,28,0911,Ｇ大阪,,A,パナスタ,,,ベガルタ仙台,2021,send
28,29,0918,清水,,A,アイスタ,,,ベガルタ仙台,2021,send
29,30,0925,徳島,,H,ユアスタ,,,ベガルタ仙台,2021,send
30,31,1002,柏,,A,三協Ｆ柏,,,ベガルタ仙台,2021,send
31,32,1016,大分,,A,昭和電ド,,,ベガルタ仙台,2021,send
32,33,1023,広島,,H,ユアスタ,,,ベガルタ仙台,2021,send
33,34,1103,神戸,,A,ノエスタ,,,ベガルタ仙台,2021,send
34,35,1106,名古屋,,H,ユアスタ,,,ベガルタ仙台,2021,send
35,36,1120,湘南,,H,ユアスタ,,,ベガルタ仙台,2021,send
36,37,1127,福岡,,A,ベススタ,,,ベガルタ仙台,2021,send
37,38,1204,鹿島,,H,ユアスタ,,,ベガルタ仙台,2021,send
0,1,0227,清水,1-3,H,カシマ,晴,ザーゴ,鹿島アントラーズ,2021,kasm
1,3,0310,湘南,3-1,H,カシマ,晴,ザーゴ,鹿島アントラーズ,2021,kasm
2,4,0313,広島,1-1,H,カシマ,雨のち曇,ザーゴ,鹿島アントラーズ,2021,kasm
3,5,0317,福岡,0-1,A,ベススタ,晴,ザーゴ,鹿島アントラーズ,2021,kasm
4,6,0321,名古屋,0-1,H,カシマ,雨,ザーゴ,鹿島アントラーズ,2021,kasm
5,7,0403,浦和,1-2,A,埼玉,晴,ザーゴ,鹿島アントラーズ,2021,kasm
6,8,0407,柏,2-1,H,カシマ,晴,ザーゴ,鹿島アントラーズ,2021,kasm
7,9,0411,札幌,2-2,A,札幌ド,屋内,ザーゴ,鹿島アントラーズ,2021,kasm
8,10,0417,徳島,1-0,A,鳴門大塚,雨,相馬　直樹,鹿島アントラーズ,2021,kasm
9,11,0424,神戸,1-1,H,カシマ,晴,相馬　直樹,鹿島アントラーズ,2021,kasm
10,12,0501,横浜FC,,A,ニッパツ,,,鹿島アントラーズ,2021,kasm
11,13,0509,FC東京,,H,カシマ,,,鹿島アントラーズ,2021,kasm
12,21,0512,名古屋,,A,豊田ス,,,鹿島アントラーズ,2021,kasm
13,14,0515,横浜FM,,H,カシマ,,,鹿島アントラーズ,2021,kasm
14,15,0522,鳥栖,,A,駅スタ,,,鹿島アントラーズ,2021,kasm
15,16,0526,Ｃ大阪,,H,カシマ,,,鹿島アントラーズ,2021,kasm
16,17,0530,川崎Ｆ,,A,等々力,,,鹿島アントラーズ,2021,kasm
17,18,0620,仙台,,H,カシマ,,,鹿島アントラーズ,2021,kasm
18,19,0623,大分,,A,昭和電ド,,,鹿島アントラーズ,2021,kasm
19,20,0627,札幌,,H,カシマ,,,鹿島アントラーズ,2021,kasm
20,22,0711,柏,,A,三協Ｆ柏,,,鹿島アントラーズ,2021,kasm
21,2,0724,Ｇ大阪,,A,パナスタ,,,鹿島アントラーズ,2021,kasm
22,23,0809,湘南,,A,レモンＳ,,,鹿島アントラーズ,2021,kasm
23,24,0815,徳島,,H,カシマ,,,鹿島アントラーズ,2021,kasm
24,25,0821,神戸,,A,ノエスタ,,,鹿島アントラーズ,2021,kasm
25,26,0825,清水,,A,アイスタ,,,鹿島アントラーズ,2021,kasm
26,27,0828,横浜FM,,A,日産ス,,,鹿島アントラーズ,2021,kasm
27,28,0911,福岡,,H,カシマ,,,鹿島アントラーズ,2021,kasm
28,29,0918,Ｇ大阪,,H,カシマ,,,鹿島アントラーズ,2021,kasm
29,30,0925,Ｃ大阪,,A,ヨドコウ,,,鹿島アントラーズ,2021,kasm
30,31,1002,横浜FC,,H,カシマ,,,鹿島アントラーズ,2021,kasm
31,32,1016,川崎Ｆ,,H,カシマ,,,鹿島アントラーズ,2021,kasm
32,33,1023,FC東京,,A,味スタ,,,鹿島アントラーズ,2021,kasm
33,34,1103,広島,,A,Ｅスタ,,,鹿島アントラーズ,2021,kasm
34,35,1106,浦和,,H,カシマ,,,鹿島アントラーズ,2021,kasm
35,36,1120,大分,,H,カシマ,,,鹿島アントラーズ,2021,kasm
36,37,1127,鳥栖,,H,カシマ,,,鹿島アントラーズ,2021,kasm
37,38,1204,仙台,,A,ユアスタ,,,鹿島アントラーズ,2021,kasm
0,1,0227,FC東京,1-1,H,埼玉,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
1,2,0306,鳥栖,0-2,A,駅スタ,曇,リカルド　ロドリゲス,浦和レッズ,2021,uraw
2,3,0310,横浜FC,2-0,H,埼玉,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
3,4,0314,横浜FM,0-3,A,日産ス,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
4,5,0317,札幌,0-0,H,埼玉,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
5,6,0321,川崎Ｆ,0-5,H,埼玉,雨,リカルド　ロドリゲス,浦和レッズ,2021,uraw
6,7,0403,鹿島,2-1,H,埼玉,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
7,8,0407,清水,2-0,A,アイスタ,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
8,9,0411,徳島,1-0,H,埼玉,晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
9,10,0418,Ｃ大阪,0-1,A,ヤンマー,曇一時雨時々晴,リカルド　ロドリゲス,浦和レッズ,2021,uraw
10,11,0425,大分,3-2,H,埼玉,曇,リカルド　ロドリゲス,浦和レッズ,2021,uraw
11,12,0501,福岡,,A,ベススタ,,,浦和レッズ,2021,uraw
12,13,0509,仙台,,H,埼玉,,,浦和レッズ,2021,uraw
13,14,0516,Ｇ大阪,,A,パナスタ,,,浦和レッズ,2021,uraw
14,15,0522,神戸,,H,埼玉,,,浦和レッズ,2021,uraw
15,16,0526,広島,,A,Ｅスタ,,,浦和レッズ,2021,uraw
16,17,0530,名古屋,,H,埼玉,,,浦和レッズ,2021,uraw
17,18,0620,湘南,,H,埼玉,,,浦和レッズ,2021,uraw
18,19,0623,柏,,A,三協Ｆ柏,,,浦和レッズ,2021,uraw
19,20,0627,福岡,,H,埼玉,,,浦和レッズ,2021,uraw
20,21,0703,仙台,,A,ユアスタ,,,浦和レッズ,2021,uraw
21,22,0710,大分,,A,昭和電ド,,,浦和レッズ,2021,uraw
22,23,0809,札幌,,A,札幌ド,,,浦和レッズ,2021,uraw
23,24,0814,鳥栖,,H,浦和駒場,,,浦和レッズ,2021,uraw
24,25,0821,徳島,,A,鳴門大塚,,,浦和レッズ,2021,uraw
25,26,0825,広島,,H,浦和駒場,,,浦和レッズ,2021,uraw
26,27,0829,湘南,,A,レモンＳ,,,浦和レッズ,2021,uraw
27,28,0910,横浜FC,,A,ニッパツ,,,浦和レッズ,2021,uraw
28,29,0918,Ｃ大阪,,H,埼玉,,,浦和レッズ,2021,uraw
29,30,0925,FC東京,,A,味スタ,,,浦和レッズ,2021,uraw
30,31,1002,神戸,,A,ノエスタ,,,浦和レッズ,2021,uraw
31,32,1016,Ｇ大阪,,H,埼玉,,,浦和レッズ,2021,uraw
32,33,1022,柏,,H,埼玉,,,浦和レッズ,2021,uraw
33,34,1103,川崎Ｆ,,A,等々力,,,浦和レッズ,2021,uraw
34,35,1106,鹿島,,A,カシマ,,,浦和レッズ,2021,uraw
35,36,1120,横浜FM,,H,埼玉,,,浦和レッズ,2021,uraw
36,37,1127,清水,,H,埼玉,,,浦和レッズ,2021,uraw
37,38,1204,名古屋,,A,豊田ス,,,浦和レッズ,2021,uraw
0,1,0227,Ｃ大阪,0-2,A,ヤンマー,晴,ネルシーニョ,柏レイソル,2021,kasw
1,2,0306,湘南,2-1,H,三協Ｆ柏,曇,ネルシーニョ,柏レイソル,2021,kasw
2,3,0310,名古屋,0-1,H,三協Ｆ柏,晴,ネルシーニョ,柏レイソル,2021,kasw
3,4,0313,川崎Ｆ,0-1,A,等々力,雨,ネルシーニョ,柏レイソル,2021,kasw
4,5,0317,鳥栖,0-2,A,駅スタ,晴,ネルシーニョ,柏レイソル,2021,kasw
5,6,0321,清水,1-2,H,三協Ｆ柏,雨,ネルシーニョ,柏レイソル,2021,kasw
6,7,0403,横浜FC,1-1,A,ニッパツ,晴,ネルシーニョ,柏レイソル,2021,kasw
7,8,0407,鹿島,1-2,A,カシマ,晴,ネルシーニョ,柏レイソル,2021,kasw
8,9,0411,Ｇ大阪,1-0,H,三協Ｆ柏,晴,ネルシーニョ,柏レイソル,2021,kasw
9,10,0417,大分,1-0,A,昭和電ド,屋内,ネルシーニョ,柏レイソル,2021,kasw
10,11,0424,徳島,5-1,H,三協Ｆ柏,晴,ネルシーニョ,柏レイソル,2021,kasw
11,12,0501,仙台,,A,ユアスタ,,,柏レイソル,2021,kasw
12,13,0509,福岡,,A,ベススタ,,,柏レイソル,2021,kasw
13,14,0515,FC東京,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
14,15,0522,横浜FM,,A,日産ス,,,柏レイソル,2021,kasw
15,16,0526,神戸,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
16,17,0529,札幌,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
17,18,0619,広島,,A,Ｅスタ,,,柏レイソル,2021,kasw
18,19,0623,浦和,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
19,20,0627,湘南,,A,レモンＳ,,,柏レイソル,2021,kasw
20,21,0703,横浜FM,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
21,22,0711,鹿島,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
22,23,0809,神戸,,A,ノエスタ,,,柏レイソル,2021,kasw
23,24,0814,川崎Ｆ,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
24,25,0821,鳥栖,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
25,26,0825,徳島,,A,鳴門大塚,,,柏レイソル,2021,kasw
26,27,0829,横浜FC,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
27,28,0912,FC東京,,A,味スタ,,,柏レイソル,2021,kasw
28,29,0918,広島,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
29,30,0925,Ｇ大阪,,A,パナスタ,,,柏レイソル,2021,kasw
30,31,1002,仙台,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
31,32,1016,清水,,A,未定,,,柏レイソル,2021,kasw
32,33,1022,浦和,,A,埼玉,,,柏レイソル,2021,kasw
33,34,1103,名古屋,,A,豊田ス,,,柏レイソル,2021,kasw
34,35,1106,Ｃ大阪,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
35,36,1120,福岡,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
36,37,1127,札幌,,A,札幌ド,,,柏レイソル,2021,kasw
37,38,1204,大分,,H,三協Ｆ柏,,,柏レイソル,2021,kasw
0,1,0227,浦和,1-1,A,埼玉,晴,長谷川　健太,ＦＣ東京,2021,fctk
1,2,0306,Ｃ大阪,3-2,H,味スタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
2,3,0310,神戸,2-3,H,味スタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
3,4,0314,大分,1-1,A,昭和電ド,屋内,長谷川　健太,ＦＣ東京,2021,fctk
4,5,0317,湘南,3-2,H,味スタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
5,6,0321,仙台,2-1,H,味スタ,雨のち曇,長谷川　健太,ＦＣ東京,2021,fctk
6,7,0403,名古屋,0-0,A,豊田ス,曇,長谷川　健太,ＦＣ東京,2021,fctk
7,8,0407,札幌,2-1,H,味スタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
8,9,0411,川崎Ｆ,2-4,H,味スタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
9,10,0417,福岡,0-1,A,ベススタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
10,11,0424,鳥栖,1-2,H,味スタ,晴,長谷川　健太,ＦＣ東京,2021,fctk
11,12,0501,横浜FM,,H,味スタ,,,ＦＣ東京,2021,fctk
12,13,0509,鹿島,,A,カシマ,,,ＦＣ東京,2021,fctk
13,14,0515,柏,,A,三協Ｆ柏,,,ＦＣ東京,2021,fctk
14,15,0522,Ｇ大阪,,H,味スタ,,,ＦＣ東京,2021,fctk
15,16,0526,清水,,A,アイスタ,,,ＦＣ東京,2021,fctk
16,17,0530,広島,,H,味スタ,,,ＦＣ東京,2021,fctk
17,18,0619,横浜FC,,A,ニッパツ,,,ＦＣ東京,2021,fctk
18,19,0623,徳島,,A,鳴門大塚,,,ＦＣ東京,2021,fctk
19,20,0627,大分,,H,味スタ,,,ＦＣ東京,2021,fctk
20,22,0711,湘南,,A,レモンＳ,,,ＦＣ東京,2021,fctk
21,21,0721,Ｃ大阪,,A,ヨドコウ,,,ＦＣ東京,2021,fctk
22,23,0809,鳥栖,,A,駅スタ,,,ＦＣ東京,2021,fctk
23,24,0814,札幌,,A,札幌ド,,,ＦＣ東京,2021,fctk
24,25,0821,Ｇ大阪,,A,パナスタ,,,ＦＣ東京,2021,fctk
25,26,0825,仙台,,A,ユアスタ,,,ＦＣ東京,2021,fctk
26,27,0828,神戸,,A,ノエスタ,,,ＦＣ東京,2021,fctk
27,28,0912,柏,,H,味スタ,,,ＦＣ東京,2021,fctk
28,29,0918,横浜FC,,H,味スタ,,,ＦＣ東京,2021,fctk
29,30,0925,浦和,,H,味スタ,,,ＦＣ東京,2021,fctk
30,31,1002,川崎Ｆ,,A,等々力,,,ＦＣ東京,2021,fctk
31,32,1016,名古屋,,H,味スタ,,,ＦＣ東京,2021,fctk
32,33,1023,鹿島,,H,味スタ,,,ＦＣ東京,2021,fctk
33,34,1103,清水,,H,味スタ,,,ＦＣ東京,2021,fctk
34,35,1106,横浜FM,,A,日産ス,,,ＦＣ東京,2021,fctk
35,36,1120,徳島,,H,味スタ,,,ＦＣ東京,2021,fctk
36,37,1127,広島,,A,Ｅスタ,,,ＦＣ東京,2021,fctk
37,38,1204,福岡,,H,味スタ,,,ＦＣ東京,2021,fctk
0,1,0226,横浜FM,2-0,H,等々力,曇,鬼木　達,川崎フロンターレ,2021,ka-f
1,11,0303,Ｃ大阪,3-2,H,等々力,晴,鬼木　達,川崎フロンターレ,2021,ka-f
2,2,0306,仙台,5-1,A,ユアスタ,晴,鬼木　達,川崎フロンターレ,2021,ka-f
3,3,0310,徳島,2-0,H,等々力,晴,鬼木　達,川崎フロンターレ,2021,ka-f
4,4,0313,柏,1-0,H,等々力,雨,鬼木　達,川崎フロンターレ,2021,ka-f
5,5,0317,神戸,1-1,A,ノエスタ,屋内,鬼木　達,川崎フロンターレ,2021,ka-f
6,6,0321,浦和,5-0,A,埼玉,雨,鬼木　達,川崎フロンターレ,2021,ka-f
7,7,0403,大分,2-0,H,等々力,曇,鬼木　達,川崎フロンターレ,2021,ka-f
8,8,0407,鳥栖,1-0,H,等々力,晴,鬼木　達,川崎フロンターレ,2021,ka-f
9,9,0411,FC東京,4-2,A,味スタ,晴,鬼木　達,川崎フロンターレ,2021,ka-f
10,19,0414,福岡,3-1,H,等々力,雨一時雷雨,鬼木　達,川崎フロンターレ,2021,ka-f
11,10,0418,広島,1-1,H,等々力,晴,鬼木　達,川崎フロンターレ,2021,ka-f
12,22,0429,名古屋,4-0,A,豊田ス,雨,鬼木　達,川崎フロンターレ,2021,ka-f
13,12,0504,名古屋,,H,等々力,,,川崎フロンターレ,2021,ka-f
14,13,0508,Ｇ大阪,,A,パナスタ,,,川崎フロンターレ,2021,ka-f
15,20,0512,仙台,,H,等々力,,,川崎フロンターレ,2021,ka-f
16,14,0516,札幌,,H,等々力,,,川崎フロンターレ,2021,ka-f
17,15,0522,横浜FC,,H,等々力,,,川崎フロンターレ,2021,ka-f
18,16,0526,湘南,,A,レモンＳ,,,川崎フロンターレ,2021,ka-f
19,17,0530,鹿島,,H,等々力,,,川崎フロンターレ,2021,ka-f
20,21,0602,横浜FC,,A,ニッパツ,,,川崎フロンターレ,2021,ka-f
21,18,0717,清水,,A,アイスタ,,,川崎フロンターレ,2021,ka-f
22,23,0809,大分,,A,昭和電ド,,,川崎フロンターレ,2021,ka-f
23,24,0814,柏,,A,三協Ｆ柏,,,川崎フロンターレ,2021,ka-f
24,25,0821,広島,,A,Ｅスタ,,,川崎フロンターレ,2021,ka-f
25,26,0825,福岡,,A,ベススタ,,,川崎フロンターレ,2021,ka-f
26,27,0828,札幌,,A,札幌ド,,,川崎フロンターレ,2021,ka-f
27,28,0911,神戸,,H,等々力,,,川崎フロンターレ,2021,ka-f
28,29,0918,徳島,,A,鳴門大塚,,,川崎フロンターレ,2021,ka-f
29,30,0925,湘南,,H,等々力,,,川崎フロンターレ,2021,ka-f
30,31,1002,FC東京,,H,等々力,,,川崎フロンターレ,2021,ka-f
31,32,1016,鹿島,,A,カシマ,,,川崎フロンターレ,2021,ka-f
32,33,1023,清水,,H,等々力,,,川崎フロンターレ,2021,ka-f
33,34,1103,浦和,,H,等々力,,,川崎フロンターレ,2021,ka-f
34,35,1106,鳥栖,,A,駅スタ,,,川崎フロンターレ,2021,ka-f
35,36,1120,Ｃ大阪,,A,ヨドコウ,,,川崎フロンターレ,2021,ka-f
36,37,1127,Ｇ大阪,,H,等々力,,,川崎フロンターレ,2021,ka-f
37,38,1204,横浜FM,,A,日産ス,,,川崎フロンターレ,2021,ka-f
0,1,0226,川崎Ｆ,0-2,A,等々力,曇,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
1,2,0307,広島,3-3,H,日産ス,曇,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
2,3,0310,福岡,3-1,A,ベススタ,晴,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
3,4,0314,浦和,3-0,H,日産ス,晴,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
4,5,0317,徳島,1-0,H,ニッパツ,晴,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
5,7,0403,湘南,1-1,H,日産ス,晴,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
6,8,0406,Ｃ大阪,1-0,H,日産ス,曇,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
7,9,0411,仙台,0-0,A,ユアスタ,晴,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
8,10,0416,札幌,3-1,A,札幌ド,屋内,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
9,11,0424,横浜FC,5-0,H,日産ス,晴,アンジェ　ポステコグルー,横浜Ｆ・マリノス,2021,y-fm
10,12,0501,FC東京,,A,味スタ,,,横浜Ｆ・マリノス,2021,y-fm
11,13,0509,神戸,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
12,14,0515,鹿島,,A,カシマ,,,横浜Ｆ・マリノス,2021,y-fm
13,15,0522,柏,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
14,16,0526,大分,,A,昭和電ド,,,横浜Ｆ・マリノス,2021,y-fm
15,17,0530,清水,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
16,19,0623,鳥栖,,H,ニッパツ,,,横浜Ｆ・マリノス,2021,y-fm
17,20,0627,徳島,,A,鳴門大塚,,,横浜Ｆ・マリノス,2021,y-fm
18,21,0703,柏,,A,三協Ｆ柏,,,横浜Ｆ・マリノス,2021,y-fm
19,22,0710,福岡,,H,ニッパツ,,,横浜Ｆ・マリノス,2021,y-fm
20,6,0806,Ｇ大阪,,A,パナスタ,,,横浜Ｆ・マリノス,2021,y-fm
21,23,0809,清水,,A,アイスタ,,,横浜Ｆ・マリノス,2021,y-fm
22,18,0812,名古屋,,H,ニッパツ,,,横浜Ｆ・マリノス,2021,y-fm
23,24,0815,大分,,H,ニッパツ,,,横浜Ｆ・マリノス,2021,y-fm
24,25,0821,仙台,,H,ニッパツ,,,横浜Ｆ・マリノス,2021,y-fm
25,26,0825,鳥栖,,A,駅スタ,,,横浜Ｆ・マリノス,2021,y-fm
26,27,0828,鹿島,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
27,28,0911,広島,,A,Ｅスタ,,,横浜Ｆ・マリノス,2021,y-fm
28,29,0918,名古屋,,A,豊田ス,,,横浜Ｆ・マリノス,2021,y-fm
29,30,0925,横浜FC,,A,ニッパツ,,,横浜Ｆ・マリノス,2021,y-fm
30,31,1001,湘南,,A,レモンＳ,,,横浜Ｆ・マリノス,2021,y-fm
31,32,1016,札幌,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
32,33,1023,Ｃ大阪,,A,ヨドコウ,,,横浜Ｆ・マリノス,2021,y-fm
33,34,1103,Ｇ大阪,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
34,35,1106,FC東京,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
35,36,1120,浦和,,A,埼玉,,,横浜Ｆ・マリノス,2021,y-fm
36,37,1127,神戸,,A,ノエスタ,,,横浜Ｆ・マリノス,2021,y-fm
37,38,1204,川崎Ｆ,,H,日産ス,,,横浜Ｆ・マリノス,2021,y-fm
0,1,0227,札幌,1-5,A,札幌ド,屋内,下平　隆宏,横浜ＦＣ,2021,y-fc
1,2,0306,大分,1-2,H,ニッパツ,晴,下平　隆宏,横浜ＦＣ,2021,y-fc
2,3,0310,浦和,0-2,A,埼玉,晴,下平　隆宏,横浜ＦＣ,2021,y-fc
3,4,0313,Ｃ大阪,1-4,H,ニッパツ,雨のち曇,下平　隆宏,横浜ＦＣ,2021,y-fc
4,5,0317,名古屋,0-3,A,豊田ス,晴,下平　隆宏,横浜ＦＣ,2021,y-fc
5,6,0321,徳島,1-2,A,鳴門大塚,曇のち雨,下平　隆宏,横浜ＦＣ,2021,y-fc
6,7,0403,柏,1-1,H,ニッパツ,晴,下平　隆宏,横浜ＦＣ,2021,y-fc
7,8,0407,広島,0-3,H,ニッパツ,晴,下平　隆宏,横浜ＦＣ,2021,y-fc
