,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id
23,24,0809,岡山,,A,Ｃスタ,,,レノファ山口ＦＣ,2021,r-ya
24,25,0814,金沢,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
25,26,0822,群馬,,A,正田スタ,,,レノファ山口ＦＣ,2021,r-ya
26,27,0828,山形,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
27,28,0905,栃木,,A,栃木グ,,,レノファ山口ＦＣ,2021,r-ya
28,29,0911,町田,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
29,30,0919,相模原,,A,ギオンス,,,レノファ山口ＦＣ,2021,r-ya
30,31,0925,長崎,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
31,32,1003,東京Ｖ,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
32,33,1009,新潟,,A,デンカＳ,,,レノファ山口ＦＣ,2021,r-ya
33,34,1017,水戸,,H,ＳＶ下関,,,レノファ山口ＦＣ,2021,r-ya
34,35,1024,京都,,A,サンガＳ,,,レノファ山口ＦＣ,2021,r-ya
35,36,1030,千葉,,A,フクアリ,,,レノファ山口ＦＣ,2021,r-ya
36,37,1103,琉球,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
37,38,1107,大宮,,A,ＮＡＣＫ,,,レノファ山口ＦＣ,2021,r-ya
38,39,1113,北九州,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
39,40,1121,松本,,A,サンアル,,,レノファ山口ＦＣ,2021,r-ya
40,41,1128,甲府,,H,みらスタ,,,レノファ山口ＦＣ,2021,r-ya
41,42,1205,愛媛,,A,ニンスタ,,,レノファ山口ＦＣ,2021,r-ya
0,1,0228,東京Ｖ,0-3,A,味スタ,晴,和泉　茂徳,愛媛ＦＣ,2021,ehim
1,2,0307,千葉,1-1,H,ニンスタ,曇,和泉　茂徳,愛媛ＦＣ,2021,ehim
2,3,0313,長崎,1-1,A,トラスタ,曇,和泉　茂徳,愛媛ＦＣ,2021,ehim
3,4,0321,甲府,0-1,H,ニンスタ,曇,和泉　茂徳,愛媛ＦＣ,2021,ehim
4,5,0328,栃木,1-2,A,カンセキ,雨のち曇,和泉　茂徳,愛媛ＦＣ,2021,ehim
5,6,0404,群馬,1-2,H,ニンスタ,雨,和泉　茂徳,愛媛ＦＣ,2021,ehim
6,7,0411,岡山,2-2,H,ニンスタ,晴,實好　礼忠,愛媛ＦＣ,2021,ehim
7,8,0417,大宮,1-0,A,ＮＡＣＫ,曇,實好　礼忠,愛媛ＦＣ,2021,ehim
8,9,0421,松本,3-1,H,ニンスタ,晴,實好　礼忠,愛媛ＦＣ,2021,ehim
9,10,0424,新潟,0-2,H,ニンスタ,晴,實好　礼忠,愛媛ＦＣ,2021,ehim
10,11,0501,京都,,A,サンガＳ,,,愛媛ＦＣ,2021,ehim
11,12,0505,磐田,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
12,13,0508,琉球,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
13,14,0516,山形,,A,ＮＤスタ,,,愛媛ＦＣ,2021,ehim
14,15,0527,相模原,,A,ギオンス,,,愛媛ＦＣ,2021,ehim
15,16,0530,水戸,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
16,17,0605,山口,,A,みらスタ,,,愛媛ＦＣ,2021,ehim
17,18,0613,金沢,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
18,19,0620,北九州,,A,ミクスタ,,,愛媛ＦＣ,2021,ehim
19,20,0627,町田,,A,Ｇスタ,,,愛媛ＦＣ,2021,ehim
20,21,0704,秋田,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
21,22,0711,甲府,,A,ＪＩＴス,,,愛媛ＦＣ,2021,ehim
22,23,0718,東京Ｖ,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
23,24,0809,群馬,,A,正田スタ,,,愛媛ＦＣ,2021,ehim
24,25,0815,北九州,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
25,26,0822,松本,,A,サンアル,,,愛媛ＦＣ,2021,ehim
26,27,0829,栃木,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
27,28,0905,岡山,,A,Ｃスタ,,,愛媛ＦＣ,2021,ehim
28,29,0912,大宮,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
29,30,0918,千葉,,A,フクアリ,,,愛媛ＦＣ,2021,ehim
30,31,0925,山形,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
31,32,1002,秋田,,A,ソユスタ,,,愛媛ＦＣ,2021,ehim
32,33,1010,長崎,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
33,34,1016,琉球,,A,タピスタ,,,愛媛ＦＣ,2021,ehim
34,35,1023,磐田,,A,エコパ,,,愛媛ＦＣ,2021,ehim
35,36,1030,京都,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
36,37,1103,金沢,,A,石川西部,,,愛媛ＦＣ,2021,ehim
37,38,1107,町田,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
38,39,1113,新潟,,A,デンカＳ,,,愛媛ＦＣ,2021,ehim
39,40,1121,相模原,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
40,41,1128,水戸,,A,Ｋｓスタ,,,愛媛ＦＣ,2021,ehim
41,42,1205,山口,,H,ニンスタ,,,愛媛ＦＣ,2021,ehim
0,1,0227,新潟,1-4,H,ミクスタ,曇,小林　伸二,ギラヴァンツ北九州,2021,kiky
1,2,0306,水戸,1-2,H,ミクスタ,曇,小林　伸二,ギラヴァンツ北九州,2021,kiky
2,3,0314,金沢,1-1,A,石川西部,晴,小林　伸二,ギラヴァンツ北九州,2021,kiky
3,4,0321,秋田,1-1,H,ミクスタ,雨,小林　伸二,ギラヴァンツ北九州,2021,kiky
4,5,0328,群馬,2-0,A,正田スタ,曇,小林　伸二,ギラヴァンツ北九州,2021,kiky
5,6,0403,山形,0-0,H,ミクスタ,晴,小林　伸二,ギラヴァンツ北九州,2021,kiky
6,7,0410,甲府,1-1,A,ＪＩＴス,晴,小林　伸二,ギラヴァンツ北九州,2021,kiky
7,8,0417,京都,1-6,A,サンガＳ,雨,小林　伸二,ギラヴァンツ北九州,2021,kiky
8,9,0421,山口,0-0,H,ミクスタ,晴,小林　伸二,ギラヴァンツ北九州,2021,kiky
9,10,0425,岡山,0-1,A,Ｃスタ,晴,小林　伸二,ギラヴァンツ北九州,2021,kiky
10,11,0501,松本,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
11,12,0505,栃木,,A,カンセキ,,,ギラヴァンツ北九州,2021,kiky
12,13,0509,長崎,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
13,14,0516,東京Ｖ,,A,味スタ,,,ギラヴァンツ北九州,2021,kiky
14,15,0523,大宮,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
15,16,0530,町田,,A,Ｇスタ,,,ギラヴァンツ北九州,2021,kiky
16,17,0605,磐田,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
17,18,0613,琉球,,A,タピスタ,,,ギラヴァンツ北九州,2021,kiky
18,19,0620,愛媛,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
19,20,0626,千葉,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
20,21,0703,相模原,,A,ギオンス,,,ギラヴァンツ北九州,2021,kiky
21,22,0711,京都,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
22,23,0717,長崎,,A,トラスタ,,,ギラヴァンツ北九州,2021,kiky
23,24,0809,琉球,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
24,25,0815,愛媛,,A,ニンスタ,,,ギラヴァンツ北九州,2021,kiky
25,26,0822,町田,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
26,27,0828,岡山,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
27,28,0904,新潟,,A,デンカＳ,,,ギラヴァンツ北九州,2021,kiky
28,29,0911,金沢,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
29,30,0919,秋田,,A,ソユスタ,,,ギラヴァンツ北九州,2021,kiky
30,31,0926,松本,,A,サンアル,,,ギラヴァンツ北九州,2021,kiky
31,32,1003,群馬,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
32,33,1009,磐田,,A,ヤマハ,,,ギラヴァンツ北九州,2021,kiky
33,34,1016,東京Ｖ,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
34,35,1023,大宮,,A,ＮＡＣＫ,,,ギラヴァンツ北九州,2021,kiky
35,36,1030,相模原,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
36,37,1103,水戸,,A,Ｋｓスタ,,,ギラヴァンツ北九州,2021,kiky
37,38,1107,甲府,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
38,39,1113,山口,,A,みらスタ,,,ギラヴァンツ北九州,2021,kiky
39,40,1121,千葉,,A,フクアリ,,,ギラヴァンツ北九州,2021,kiky
40,41,1128,栃木,,H,ミクスタ,,,ギラヴァンツ北九州,2021,kiky
41,42,1205,山形,,A,ＮＤスタ,,,ギラヴァンツ北九州,2021,kiky
0,1,0227,金沢,2-1,H,トラスタ,曇,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
1,2,0306,新潟,0-1,A,デンカＳ,曇,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
2,3,0313,愛媛,1-1,H,トラスタ,曇,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
3,4,0320,琉球,1-3,A,タピスタ,曇,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
4,5,0327,大宮,0-4,A,ＮＡＣＫ,晴,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
5,6,0403,甲府,2-1,H,トラスタ,曇,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
6,7,0410,群馬,2-1,A,正田スタ,晴,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
7,8,0417,町田,0-3,H,トラスタ,曇,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
8,9,0421,山形,3-1,A,ＮＤスタ,晴,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
9,10,0425,東京Ｖ,1-1,H,トラスタ,晴,吉田　孝行,Ｖ・ファーレン長崎,2021,ngsk
10,11,0502,水戸,,A,Ｋｓスタ,,,Ｖ・ファーレン長崎,2021,ngsk
11,12,0505,秋田,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
12,13,0509,北九州,,A,ミクスタ,,,Ｖ・ファーレン長崎,2021,ngsk
13,14,0515,千葉,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
14,15,0523,岡山,,A,Ｃスタ,,,Ｖ・ファーレン長崎,2021,ngsk
15,16,0529,山口,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
16,17,0605,相模原,,A,ギオンス,,,Ｖ・ファーレン長崎,2021,ngsk
17,18,0613,松本,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
18,19,0619,栃木,,A,カンセキ,,,Ｖ・ファーレン長崎,2021,ngsk
19,20,0626,磐田,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
20,21,0703,京都,,A,サンガＳ,,,Ｖ・ファーレン長崎,2021,ngsk
21,22,0711,大宮,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
22,23,0717,北九州,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
23,24,0809,金沢,,A,石川西部,,,Ｖ・ファーレン長崎,2021,ngsk
24,25,0814,山形,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
25,26,0822,秋田,,A,ソユスタ,,,Ｖ・ファーレン長崎,2021,ngsk
26,27,0828,千葉,,A,フクアリ,,,Ｖ・ファーレン長崎,2021,ngsk
27,28,0904,琉球,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
28,29,0911,相模原,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
29,30,0918,町田,,A,Ｇスタ,,,Ｖ・ファーレン長崎,2021,ngsk
30,31,0925,山口,,A,みらスタ,,,Ｖ・ファーレン長崎,2021,ngsk
31,32,1002,京都,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
32,33,1010,愛媛,,A,ニンスタ,,,Ｖ・ファーレン長崎,2021,ngsk
33,34,1016,新潟,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
34,35,1023,甲府,,A,ＪＩＴス,,,Ｖ・ファーレン長崎,2021,ngsk
35,36,1030,水戸,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
36,37,1103,群馬,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
37,38,1107,東京Ｖ,,A,味スタ,,,Ｖ・ファーレン長崎,2021,ngsk
38,39,1113,栃木,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
39,40,1120,磐田,,A,ヤマハ,,,Ｖ・ファーレン長崎,2021,ngsk
40,41,1128,岡山,,H,トラスタ,,,Ｖ・ファーレン長崎,2021,ngsk
41,42,1205,松本,,A,サンアル,,,Ｖ・ファーレン長崎,2021,ngsk
0,1,0228,磐田,1-0,H,タピスタ,曇時々雨,樋口　靖洋,ＦＣ琉球,2021,ryuk
1,2,0306,山口,2-1,H,タピスタ,曇のち雨,樋口　靖洋,ＦＣ琉球,2021,ryuk
2,3,0314,群馬,2-0,A,正田スタ,晴,樋口　靖洋,ＦＣ琉球,2021,ryuk
3,4,0320,長崎,3-1,H,タピスタ,曇,樋口　靖洋,ＦＣ琉球,2021,ryuk
4,5,0327,千葉,2-1,A,フクアリ,晴,樋口　靖洋,ＦＣ琉球,2021,ryuk
5,6,0403,大宮,0-0,H,タピスタ,曇,樋口　靖洋,ＦＣ琉球,2021,ryuk
6,7,0411,水戸,2-0,A,Ｋｓスタ,晴,樋口　靖洋,ＦＣ琉球,2021,ryuk
7,8,0417,東京Ｖ,2-0,H,タピスタ,晴,樋口　靖洋,ＦＣ琉球,2021,ryuk
8,9,0421,町田,0-3,A,Ｇスタ,晴,樋口　靖洋,ＦＣ琉球,2021,ryuk
9,10,0425,甲府,1-0,H,タピスタ,晴,樋口　靖洋,ＦＣ琉球,2021,ryuk
10,11,0501,相模原,,A,ギオンス,,,ＦＣ琉球,2021,ryuk
11,12,0505,京都,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
12,13,0508,愛媛,,A,ニンスタ,,,ＦＣ琉球,2021,ryuk
13,14,0515,栃木,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
14,15,0522,山形,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
15,16,0530,新潟,,A,デンカＳ,,,ＦＣ琉球,2021,ryuk
16,17,0605,秋田,,A,ソユスタ,,,ＦＣ琉球,2021,ryuk
17,18,0613,北九州,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
18,19,0619,岡山,,A,Ｃスタ,,,ＦＣ琉球,2021,ryuk
19,20,0626,松本,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
20,21,0703,金沢,,A,石川西部,,,ＦＣ琉球,2021,ryuk
21,22,0711,相模原,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
22,23,0718,大宮,,A,ＮＡＣＫ,,,ＦＣ琉球,2021,ryuk
23,24,0809,北九州,,A,ミクスタ,,,ＦＣ琉球,2021,ryuk
24,25,0814,水戸,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
25,26,0822,山形,,A,ＮＤスタ,,,ＦＣ琉球,2021,ryuk
26,27,0828,秋田,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
27,28,0904,長崎,,A,トラスタ,,,ＦＣ琉球,2021,ryuk
28,29,0911,京都,,A,サンガＳ,,,ＦＣ琉球,2021,ryuk
29,30,0918,群馬,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
30,31,0925,磐田,,A,ヤマハ,,,ＦＣ琉球,2021,ryuk
31,32,1002,岡山,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
32,33,1009,甲府,,A,ＪＩＴス,,,ＦＣ琉球,2021,ryuk
33,34,1016,愛媛,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
34,35,1024,松本,,A,サンアル,,,ＦＣ琉球,2021,ryuk
35,36,1030,町田,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
36,37,1103,山口,,A,みらスタ,,,ＦＣ琉球,2021,ryuk
37,38,1107,金沢,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
38,39,1113,千葉,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
39,40,1121,東京Ｖ,,A,味スタ,,,ＦＣ琉球,2021,ryuk
40,41,1128,新潟,,H,タピスタ,,,ＦＣ琉球,2021,ryuk
41,42,1205,栃木,,A,カンセキ,,,ＦＣ琉球,2021,ryuk
0,1,0314,岐阜,0-0,A,長良川,晴,葛野　昌宏,ヴァンラーレ八戸,2021,hach
1,2,0321,富山,1-2,A,富山,雨,葛野　昌宏,ヴァンラーレ八戸,2021,hach
2,3,0328,沼津,1-0,H,プラスタ,曇,葛野　昌宏,ヴァンラーレ八戸,2021,hach
3,4,0404,長野,1-1,A,長野Ｕ,雨,葛野　昌宏,ヴァンラーレ八戸,2021,hach
4,5,0411,岩手,0-3,H,プラスタ,晴,葛野　昌宏,ヴァンラーレ八戸,2021,hach
5,6,0425,熊本,2-2,A,えがおＳ,晴,葛野　昌宏,ヴァンラーレ八戸,2021,hach
6,7,0502,鳥取,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
7,8,0516,福島,,A,郡山西部,,,ヴァンラーレ八戸,2021,hach
8,9,0530,今治,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
9,10,0606,宮崎,,A,ユニスタ,,,ヴァンラーレ八戸,2021,hach
10,11,0613,YS横浜,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
11,12,0619,鹿児島,,A,白波スタ,,,ヴァンラーレ八戸,2021,hach
12,14,0704,藤枝,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
13,15,0710,讃岐,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
14,16,0828,岩手,,A,いわスタ,,,ヴァンラーレ八戸,2021,hach
15,17,0904,宮崎,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
16,18,0912,讃岐,,A,ピカスタ,,,ヴァンラーレ八戸,2021,hach
17,19,0918,富山,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
18,20,0925,長野,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
19,21,1003,沼津,,A,愛鷹,,,ヴァンラーレ八戸,2021,hach
20,22,1010,熊本,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
21,23,1017,福島,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
22,24,1024,YS横浜,,A,ニッパツ,,,ヴァンラーレ八戸,2021,hach
23,26,1107,鹿児島,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
24,27,1114,藤枝,,A,藤枝サ,,,ヴァンラーレ八戸,2021,hach
25,28,1121,岐阜,,H,プラスタ,,,ヴァンラーレ八戸,2021,hach
26,29,1128,今治,,A,夢スタ,,,ヴァンラーレ八戸,2021,hach
27,30,1205,鳥取,,A,Ａｘｉｓ,,,ヴァンラーレ八戸,2021,hach
0,1,0314,宮崎,1-0,A,ユニスタ,晴,秋田　豊,いわてグルージャ盛岡,2021,iwte
1,2,0321,鳥取,1-1,A,Ａｘｉｓ,雨,秋田　豊,いわてグルージャ盛岡,2021,iwte
2,3,0328,長野,0-0,H,いわスタ,曇のち雨,秋田　豊,いわてグルージャ盛岡,2021,iwte
3,4,0403,今治,3-2,H,いわスタ,曇,秋田　豊,いわてグルージャ盛岡,2021,iwte
4,5,0411,八戸,3-0,A,プラスタ,晴,秋田　豊,いわてグルージャ盛岡,2021,iwte
5,6,0425,福島,,A,とうスタ,,,いわてグルージャ盛岡,2021,iwte
6,7,0502,鹿児島,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
7,8,0516,岐阜,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
8,9,0530,讃岐,,A,ピカスタ,,,いわてグルージャ盛岡,2021,iwte
9,10,0606,藤枝,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
10,12,0619,沼津,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
11,13,0626,YS横浜,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
12,14,0703,富山,,A,富山,,,いわてグルージャ盛岡,2021,iwte
13,15,0711,熊本,,A,えがおＳ,,,いわてグルージャ盛岡,2021,iwte
14,16,0828,八戸,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
15,17,0905,長野,,A,長野Ｕ,,,いわてグルージャ盛岡,2021,iwte
16,18,0911,鹿児島,,A,白波スタ,,,いわてグルージャ盛岡,2021,iwte
17,19,0919,宮崎,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
18,20,0926,今治,,A,夢スタ,,,いわてグルージャ盛岡,2021,iwte
19,22,1009,鳥取,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
20,23,1017,岐阜,,A,長良川,,,いわてグルージャ盛岡,2021,iwte
21,24,1023,藤枝,,A,藤枝サ,,,いわてグルージャ盛岡,2021,iwte
22,25,1030,福島,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
23,26,1107,熊本,,H,北上,,,いわてグルージャ盛岡,2021,iwte
24,27,1114,YS横浜,,A,三ツ沢陸,,,いわてグルージャ盛岡,2021,iwte
25,28,1121,讃岐,,H,北上,,,いわてグルージャ盛岡,2021,iwte
26,29,1128,富山,,H,いわスタ,,,いわてグルージャ盛岡,2021,iwte
27,30,1205,沼津,,A,愛鷹,,,いわてグルージャ盛岡,2021,iwte
0,1,0314,藤枝,0-0,H,とうスタ,曇,時崎　悠,福島ユナイテッドＦＣ,2021,fksm
1,2,0320,YS横浜,2-1,H,とうスタ,曇,時崎　悠,福島ユナイテッドＦＣ,2021,fksm
2,3,0328,鹿児島,0-2,A,白波スタ,曇のち雨のち曇,時崎　悠,福島ユナイテッドＦＣ,2021,fksm
3,4,0404,富山,2-2,A,富山,雨,時崎　悠,福島ユナイテッドＦＣ,2021,fksm
4,5,0411,熊本,1-2,H,とうスタ,晴,時崎　悠,福島ユナイテッドＦＣ,2021,fksm
5,6,0425,岩手,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
6,7,0502,長野,,A,長野Ｕ,,,福島ユナイテッドＦＣ,2021,fksm
7,8,0516,八戸,,H,郡山西部,,,福島ユナイテッドＦＣ,2021,fksm
8,9,0530,沼津,,A,愛鷹,,,福島ユナイテッドＦＣ,2021,fksm
9,10,0606,岐阜,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
10,11,0613,讃岐,,A,ピカスタ,,,福島ユナイテッドＦＣ,2021,fksm
11,13,0626,鳥取,,A,Ａｘｉｓ,,,福島ユナイテッドＦＣ,2021,fksm
12,14,0704,宮崎,,A,ユニスタ,,,福島ユナイテッドＦＣ,2021,fksm
13,15,0711,今治,,H,あいづ,,,福島ユナイテッドＦＣ,2021,fksm
14,16,0828,岐阜,,A,長良川,,,福島ユナイテッドＦＣ,2021,fksm
15,17,0905,鳥取,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
16,18,0912,沼津,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
17,19,0919,藤枝,,A,藤枝サ,,,福島ユナイテッドＦＣ,2021,fksm
18,20,0926,熊本,,A,えがおＳ,,,福島ユナイテッドＦＣ,2021,fksm
19,21,1003,富山,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
20,22,1010,鹿児島,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
21,23,1017,八戸,,A,プラスタ,,,福島ユナイテッドＦＣ,2021,fksm
22,24,1024,宮崎,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
23,25,1030,岩手,,A,いわスタ,,,福島ユナイテッドＦＣ,2021,fksm
24,26,1107,今治,,A,夢スタ,,,福島ユナイテッドＦＣ,2021,fksm
25,27,1114,長野,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
26,29,1128,YS横浜,,A,ニッパツ,,,福島ユナイテッドＦＣ,2021,fksm
27,30,1205,讃岐,,H,とうスタ,,,福島ユナイテッドＦＣ,2021,fksm
0,1,0314,富山,0-1,H,ニッパツ,晴,シュタルフ　悠紀リヒャルト,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
1,2,0320,福島,1-2,A,とうスタ,曇,シュタルフ　悠紀リヒャルト,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
2,3,0328,熊本,0-0,H,ニッパツ,曇,シュタルフ　悠紀リヒャルト,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
3,4,0404,沼津,0-1,A,愛鷹,曇のち雨,シュタルフ　悠紀リヒャルト,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
4,5,0411,鹿児島,0-0,H,ニッパツ,晴,シュタルフ　悠紀リヒャルト,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
5,6,0425,今治,1-1,A,夢スタ,晴,シュタルフ　悠紀リヒャルト,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
6,8,0516,宮崎,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
7,9,0530,岐阜,,A,長良川,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
8,10,0605,鳥取,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
9,11,0613,八戸,,A,プラスタ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
10,12,0620,藤枝,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
11,13,0626,岩手,,A,いわスタ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
12,14,0704,讃岐,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
13,15,0711,長野,,A,長野Ｕ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
14,17,0904,岐阜,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
15,18,0912,宮崎,,A,ユニスタ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
16,19,0918,今治,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
17,20,0926,讃岐,,A,ピカスタ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
18,21,1002,鹿児島,,A,白波スタ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
19,22,1009,長野,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
20,23,1017,鳥取,,A,Ａｘｉｓ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
21,24,1024,八戸,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
22,25,1030,富山,,A,富山,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
23,26,1107,沼津,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
24,27,1114,岩手,,H,三ツ沢陸,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
25,28,1121,熊本,,A,えがおＳ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
