ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
DF,小田　逸稀,尹　晶煥,2021/03/21,18.7,97%,上原　直人,"２０２１明治安田生命Ｊ２リーグ
								 第４節第２日",ジェフユナイテッド千葉
MF,小島　秀仁,尹　晶煥,2021/03/21,18.7,97%,上原　直人,"２０２１明治安田生命Ｊ２リーグ
								 第４節第２日",ジェフユナイテッド千葉
MF,髙橋　壱晟,尹　晶煥,2021/03/21,18.7,97%,上原　直人,"２０２１明治安田生命Ｊ２リーグ
								 第４節第２日",ジェフユナイテッド千葉
MF,福満　隆貴,尹　晶煥,2021/03/21,18.7,97%,上原　直人,"２０２１明治安田生命Ｊ２リーグ
								 第４節第２日",ジェフユナイテッド千葉
MF,見木　友哉,尹　晶煥,2021/03/21,18.7,97%,上原　直人,"２０２１明治安田生命Ｊ２リーグ
								 第４節第２日",ジェフユナイテッド千葉
MF,浅田　大樹,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
FW,枝本　雄一郎,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
FW,大竹　隆人,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
FW,三好　洋央,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
MF,白井　永地,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
FW,林　陵平,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
GK,内藤　友康,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
DF,岡田　亮太,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
DF,茂木　弘人,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
MF,川上　竜,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
MF,鴨志田　誉,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
MF,前田　尚輝,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
MF,橋本　拓門,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
MF,平　秀斗,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
MF,星　広太,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
FW,アレックス,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
FW,田村　翔太,田坂　和昭,2017/03/11,10.9,30%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",福島ユナイテッドＦＣ
GK,三宅　貴憲,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
DF,久富　良輔,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
DF,福王　忠世,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
DF,クォン　ヨンホ,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
MF,大迫　希,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
MF,水野　泰輔,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
MF,鮫島　晃太,大石　篤人,2017/03/11,20.5,25%,谷本　涼,"２０１７明治安田生命Ｊ３リーグ
								 第１節第１日",藤枝ＭＹＦＣ
FW,佐藤　寿人,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
GK,笠原　昂史,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
DF,田向　泰輝,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
DF,パウロン,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
DF,細川　淳矢,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
DF,福井　諒司,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
MF,船谷　圭祐,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
MF,佐藤　和弘,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
MF,橋本　晃司,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
MF,湯澤　洋介,西ヶ谷　隆之,2017/03/11,19.8,20%,柿沼　亨,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",水戸ホーリーホック
GK,楢﨑　正剛,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
DF,杉森　考起,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
DF,大武　峻,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
DF,櫛引　一紀,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
DF,内田　健太,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
MF,押谷　祐樹,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
MF,宮原　和也,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
MF,八反田　康平,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
MF,和泉　竜司,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
FW,永井　龍,風間　八宏,2017/03/11,11.1,33%,西村　雄一,"２０１７明治安田生命Ｊ２リーグ
								 第３節第１日",名古屋グランパス
GK,岡本　昌弘,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
DF,田中　裕人,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
DF,西岡　大輝,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
DF,前野　貴徳,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
MF,長沼　洋一,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
MF,神谷　優太,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
MF,野澤　英之,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
MF,下川　陽太,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
FW,吉田　眞紀人,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
FW,藤本　佳希,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
MF,前嶋　洋太,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
FW,高橋　駿太,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
FW,才藤　龍治,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
FW,近藤　貴司,川井　健太,2019/03/10,21.5,65%,福島　孝一郎,"２０１９明治安田生命Ｊ２リーグ
								 第３節第２日",愛媛ＦＣ
GK,井上　亮太,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
DF,西山　雄介,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
DF,内山　裕貴,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
DF,井上　黎生人,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
MF,大屋　翼,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
MF,魚里　直哉,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
MF,可児　壮隆,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
MF,世瀬　啓人,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
MF,福村　貴幸,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
FW,ヴィートル　ガブリエル,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
FW,三沢　直人,髙木　理己,2019/03/10,18.6,43%,松澤　慶和,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",ガイナーレ鳥取
GK,榎本　哲也,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
DF,今瀬　淳也,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
DF,柳下　大樹,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
DF,谷奥　健四郎,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
MF,碓井　鉄平,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
MF,佐々木　陽次,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
MF,新井　瑞希,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
MF,花井　聖,安達　亮,2019/03/10,16.7,40%,野堀　桂佑,"２０１９明治安田生命Ｊ３リーグ
								 第１節第２日",カターレ富山
FW,丹羽　詩温,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
FW,長沼　洋一,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
GK,吉満　大介,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
DF,武岡　優斗,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
DF,楠本　卓海,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
DF,菊地　光将,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
MF,森　晃太,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
MF,佐藤　健太郎,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
MF,高　宇洋,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
MF,安在　和樹,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
MF,池上　丈二,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
FW,イウリ,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
FW,高井　和馬,霜田　正浩,2020/07/11,26.3,86%,上村　篤史,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",レノファ山口ＦＣ
GK,秋元　陽太,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
DF,小田　逸稀,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
DF,深津　康太,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
DF,水本　裕貴,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
DF,奥山　政幸,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
MF,髙江　麗央,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
MF,佐野　海舟,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
GK,塩田　仁史,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
DF,髙杉　亮太,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
DF,田代　雅也,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
DF,瀬川　和樹,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
MF,明本　考浩,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
MF,佐藤　祥,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
MF,岩間　雄大,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
MF,森　俊貴,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
FW,大島　康樹,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
FW,矢野　貴章,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
MF,吉尾　海夏,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
MF,平戸　太貴,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
MF,ジョン　チュングン,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
FW,安藤　瑞季,ランコ　ポポヴィッチ,2020/07/11,25.4,90%,榎本　一慶,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",ＦＣ町田ゼルビア
FW,榊　翔太,田坂　和昭,2020/07/11,27.7,45%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",栃木ＳＣ
GK,岡本　昌弘,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
DF,西岡　大志,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
DF,茂木　力也,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
DF,西岡　大輝,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
DF,山﨑　浩介,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
DF,前野　貴徳,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
MF,森谷　賢太郎,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
MF,川村　拓夢,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
FW,忽那　喬司,川井　健太,2020/07/11,25.3,96%,笠原　寛貴,"２０２０明治安田生命Ｊ２リーグ
								 第４節第２日",愛媛ＦＣ
MF,普光院　誠,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
GK,北野　貴之,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
DF,上松　瑛,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
DF,甲斐　健太郎,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
DF,内山　裕貴,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
DF,奥田　裕貴,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
MF,ヴィートル　ガブリエル,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
MF,可児　壮隆,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
MF,星野　有亮,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
MF,フェルナンジーニョ,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
FW,レオナルド,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
FW,加藤　潤也,森岡　隆三,2018/03/11,23.1,38%,辛島　宗烈,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",ガイナーレ鳥取
GK,土井　康平,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
DF,太田　賢吾,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
DF,畑本　時央,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
DF,福田　友也,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
DF,田中　舜,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
MF,菅本　岳,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
MF,河津　良一,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
MF,山田　陸,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
MF,白石　智之,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
FW,畑　潤基,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
FW,青木　翔大,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
FW,坂本　修佑,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
FW,梅内　和磨,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
FW,藤沼　拓夢,菊池　利三,2018/03/11,12.1,50%,中井　敏博,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",グルージャ盛岡
GK,永井　堅梧,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
DF,弓崎　恭平,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
DF,今瀬　淳也,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
DF,代　健司,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
DF,進藤　誠司,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
MF,差波　優人,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
MF,稲葉　修土,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
MF,椎名　伸志,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
MF,苔口　卓也,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
FW,遠藤　敬佑,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
FW,才藤　龍治,浮氣　哲郎,2018/03/11,20.9,41%,先立　圭吾,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",カターレ富山
GK,牲川　歩見,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
DF,熱川　徳政,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
DF,谷口　智紀,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
DF,徳武　正之,吉田　謙,2018/03/11,13.7,60%,田中　玲匡,"２０１８明治安田生命Ｊ３リーグ
								 第１節第３日",アスルクラロ沼津
