ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
DF,舞行龍ジェームズ,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
DF,大井　健太郎,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
DF,前野　貴徳,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
MF,レオ　シルバ,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
MF,小林　裕紀,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
MF,山本　康裕,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
MF,平松　宗,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
FW,指宿　洋史,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
FW,ラファエル　シルバ,柳下　正明,2015/04/12,11.4,79%,家本　政明,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",アルビレックス新潟
DF,服部　康平,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
DF,田代　雅也,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
MF,久富　良輔,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
MF,ヘニキ,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
MF,岡﨑　建哉,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
MF,西谷　和希,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
MF,夛田　凌輔,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
MF,三幸　秀稔,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
MF,大﨑　淳矢,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
FW,高木　大輔,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
FW,オナイウ　阿道,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
FW,ディエゴ,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
FW,川西　翔太,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
GK,西川　周作,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
DF,森脇　良太,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
DF,那須　大亮,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
DF,槙野　智章,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
MF,関根　貴大,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
MF,柏木　陽介,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
MF,阿部　勇樹,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
MF,宇賀神　友弥,ペトロヴィッチ,2015/04/12,14.9,51%,飯田　淳平,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",浦和レッズ
GK,権田　修一,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
DF,徳永　悠平,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
DF,森重　真人,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
DF,カニーニ,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
DF,太田　宏介,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
MF,米本　拓司,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
MF,梶山　陽平,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
MF,羽生　直剛,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
FW,武藤　嘉紀,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
FW,河野　広貴,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
FW,大黒　将志,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
FW,ネイツ　ペチュニク,横山　雄次,2018/04/22,27.1,42%,大坪　博和,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",栃木ＳＣ
GK,高木　駿,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
DF,刀根　亮輔,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
DF,鈴木　義宜,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
DF,福森　直也,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
MF,松本　怜,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
MF,丸谷　拓也,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
MF,宮阪　政樹,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
MF,星　雄次,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
FW,石川　直宏,マッシモ　フィッカデンティ,2015/04/12,16.1,44%,廣瀬　格,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",ＦＣ東京
GK,山岸　範宏,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
DF,舩津　徹也,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
DF,當間　建文,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
DF,西河　翔吾,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
DF,石川　竜也,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
MF,アルセウ,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
MF,松岡　亮輔,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
MF,キム　ボムヨン,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
FW,山﨑　雅人,石﨑　信弘,2015/04/12,18.8,50%,木村　博之,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第５節第１日",モンテディオ山形
FW,後藤　優介,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
FW,馬場　賢治,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
FW,林　容平,片野坂　知宏,2018/04/22,23.2,51%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",大分トリニータ
GK,藤嶋　栄介,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
DF,前　貴之,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
DF,渡辺　広大,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
DF,ヘナン,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
DF,瀬川　和樹,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
MF,小野瀬　康介,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
MF,池上　丈二,霜田　正浩,2018/04/22,23.7,51%,池内　明彦,"２０１８明治安田生命Ｊ２リーグ
								 第１０節第２日",レノファ山口ＦＣ
FW,高崎　寛之,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
GK,柴崎　貴広,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
DF,安西　幸輝,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
DF,田村　直也,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
DF,井林　章,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
DF,中野　雅臣,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
MF,楠美　圭史,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
MF,中後　雅喜,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
MF,高木　善朗,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
MF,澤井　直人,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
MF,白　星東,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
FW,岡田　翔平,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
FW,豊田　陽平,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
GK,曽ヶ端　準,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
DF,伊東　幸敏,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
DF,植田　直通,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
DF,昌子　源,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
DF,西　大伍,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
MF,柴崎　岳,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
MF,小笠原　満男,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
MF,五領　淳樹,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
MF,米澤　令衣,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
FW,薗田　卓馬,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
FW,酒本　憲幸,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
FW,北脇　健慈,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
FW,杉本　竜士,冨樫　剛一,2016/04/29,11.4,54%,荒木　友輔,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",東京ヴェルディ
GK,林　彰洋,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
DF,藤田　優人,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
DF,キム　ミンヒョク,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
DF,谷口　博之,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
DF,吉田　豊,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
MF,崔　誠根,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
MF,高橋　義希,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
MF,金　民友,マッシモ　フィッカデンティ,2016/04/30,18.2,31%,池内　明彦,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",サガン鳥栖
MF,稲積　大介,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
FW,大石　治寿,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
FW,吉平　翼,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
GK,大西　勝俉,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
DF,田中　奏一,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
DF,青山　直晃,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
DF,藤原　広太朗,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
DF,藤澤　典隆,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
MF,ニウド,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
MF,田辺　圭佑,金　鍾成,2020/08/09,27.4,79%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",鹿児島ユナイテッドＦＣ
MF,遠藤　康,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
MF,カイオ,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
FW,金崎　夢生,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
FW,土居　聖真,石井　正忠,2016/04/30,23.0,42%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",鹿島アントラーズ
GK,キム　スンギュ,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
DF,高橋　峻希,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
DF,岩波　拓也,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
DF,伊野波　雅彦,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
DF,相馬　崇人,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
FW,林　友哉,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
FW,栗田　マークアジェイ,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
GK,杉本　拓也,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
DF,川島　將,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
DF,浅田　大樹,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
DF,秋山　貴嗣,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
MF,松岡　亮輔,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
MF,久富　良輔,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
MF,姫野　宥弥,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
MF,清本　拓己,石﨑　信弘,2020/08/09,29.3,73%,藤田　優,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",藤枝ＭＹＦＣ
GK,シュミット　ダニエル,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
DF,田中　隼磨,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
DF,飯田　真輝,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
DF,當間　建文,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
DF,那須川　将大,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
MF,宮阪　政樹,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
MF,喜山　康平,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
MF,岩間　雄大,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
MF,工藤　浩平,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
FW,山本　大貴,反町　康治,2016/04/29,11.7,62%,飯田　淳平,"２０１６明治安田生命Ｊ２リーグ
								 第１０節第１日",松本山雅ＦＣ
MF,前田　凌佑,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
MF,三原　雅俊,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
MF,藤田　直之,ネルシーニョ,2016/04/30,20.5,52%,中村　太,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第９節第２日",ヴィッセル神戸
FW,新井　光,髙木　理己,2020/08/09,28.8,62%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",ガイナーレ鳥取
GK,清水　健太,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
DF,柳田　健太,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
DF,キム　ホヨン,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
DF,竹内　彬,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
DF,杉山　弾斗,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
MF,重松　健太郎,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
MF,長谷川　隼,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
MF,岩本　和希,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
MF,森川　裕基,望月　一仁,2020/08/09,26.6,81%,植松　健太朗,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",カマタマーレ讃岐
GK,田尻　健,髙木　理己,2020/08/09,28.8,62%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",ガイナーレ鳥取
DF,小牧　成亘,髙木　理己,2020/08/09,28.8,62%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",ガイナーレ鳥取
DF,井上　黎生人,髙木　理己,2020/08/09,28.8,62%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第９節第２日",ガイナーレ鳥取
